"","uni","metric","metrix","stage","col","barefoot2025.bad9.003","pval"
"1","Quant.1.0","Quant","1","1","1",0.316075766628254,1.96482769200751e-63
"2","Sigma.1.0","Sigma","2","1","1",4.75984102229097,1.55748171670928e-50
"3","Connect.1.0","Connect","3","1","1",0.291676197296562,1.31330285153361e-17
"4","Tau1.1.0","Tau1","4","1","1",509.656953048015,1.83621632171627e-23
"5","Tau2.1.0","Tau2","5","1","1",1255520.13681741,3.94891380034626e-22
"6","NPQ.1.0","NPQ","6","1","1",0.540530599972638,3.64792064859095e-91
"7","qP.1.0","qP","7","1","1",0.874315175053145,3.92965538401503e-63
"8","ABQ.1.0","ABQ","8","1","1",0,1.55748171670928e-50
"9","qm.1.0","qm","9","1","1",0,1.96482769200751e-63
"10","nTau1.1.0","nTau1","10","1","1",1,1.83621632171627e-23
"11","nTau2.1.0","nTau2","11","1","1",1,3.94891380034626e-22
"12","nCon.1.0","nCon","12","1","1",1,1.31330285153361e-17
"13","Fm.1.0","Fm","13","1","1",2256.92483146238,3.64792064859095e-91
"14","Fo.1.0","Fo","14","1","1",1543.56558513556,3.92965538401503e-63
"15","Quant.3.0","Quant","1","3","1",0.088600162946047,3.78822760825418e-73
"16","Sigma.3.0","Sigma","2","3","1",3.4851527857327,3.04514818220544e-27
"17","Connect.3.0","Connect","3","3","1",0,1
"18","Tau1.3.0","Tau1","4","3","1",869.382222631866,1.36262286007851e-09
"19","Tau2.3.0","Tau2","5","3","1",2878752.62142283,3.50988426807636e-14
"20","NPQ.3.0","NPQ","6","3","1",0.0461006823828274,3.36948563978183e-91
"21","qP.3.0","qP","7","3","1",0.20246683010056,7.57645521650837e-73
"22","ABQ.3.0","ABQ","8","3","1",0.26780059052156,3.04514818220544e-27
"23","qm.3.0","qm","9","3","1",0.719686947559468,3.78822760825418e-73
"24","nTau1.3.0","nTau1","10","3","1",1.70581842832224,1.36262286007851e-09
"25","nTau2.3.0","nTau2","11","3","1",2.29287650353431,3.50988426807636e-14
"26","nCon.3.0","nCon","12","3","1",0,1
"27","Fm.3.0","Fm","13","3","1",3323.63970625296,3.36948563978183e-91
"28","Fo.3.0","Fo","14","3","1",3029.164686705,7.57645521650837e-73
"29","Quant.4.0","Quant","1","4","1",0.090653594249508,9.48329599743442e-74
"30","Sigma.4.0","Sigma","2","4","1",3.63053193850839,3.74326082853259e-27
"31","Connect.4.0","Connect","3","4","1",0,1
"32","Tau1.4.0","Tau1","4","4","1",1010.7741992904,1.18383121777188e-10
"33","Tau2.4.0","Tau2","5","4","1",2430011.22165805,9.96816276322285e-17
"34","NPQ.4.0","NPQ","6","4","1",0.0336093042347572,3.06141426119574e-93
"35","qP.4.0","qP","7","4","1",0.189034954488731,1.89665919948688e-73
"36","ABQ.4.0","ABQ","8","4","1",0.237257731612016,3.74326082853259e-27
"37","qm.4.0","qm","9","4","1",0.713190304917845,9.48329599743442e-74
"38","nTau1.4.0","nTau1","10","4","1",1.98324420621644,1.18383121777188e-10
"39","nTau2.4.0","nTau2","11","4","1",1.93546176632246,9.96816276322285e-17
"40","nCon.4.0","nCon","12","4","1",0,1
"41","Fm.4.0","Fm","13","4","1",3363.80656642793,3.06141426119574e-93
"42","Fo.4.0","Fo","14","4","1",3058.86541082114,1.89665919948688e-73
"43","Quant.5.0","Quant","1","5","1",0.10579732871731,1.37580063408772e-72
"44","Sigma.5.0","Sigma","2","5","1",3.66689573394094,6.23940722084013e-30
"45","Connect.5.0","Connect","3","5","1",0,1
"46","Tau1.5.0","Tau1","4","5","1",1070.38927679612,6.02694383431536e-11
"47","Tau2.5.0","Tau2","5","5","1",2296951.71493428,8.95177948278861e-14
"48","NPQ.5.0","NPQ","6","5","1",0.100780679302903,3.83816196162199e-93
"49","qP.5.0","qP","7","5","1",0.29508038039395,2.75160126817545e-72
"50","ABQ.5.0","ABQ","8","5","1",0.229618023633903,6.23940722084013e-30
"51","qm.5.0","qm","9","5","1",0.665278582265559,1.37580063408772e-72
"52","nTau1.5.0","nTau1","10","5","1",2.10021519454338,6.02694383431536e-11
"53","nTau2.5.0","nTau2","11","5","1",1.82948217840358,8.95177948278861e-14
