"","uni","metric","metrix","stage","col","ASnormalized.t4_aglo5.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.388828657955282,1.67658377295041e-55
"2","Sigma.1.0","Sigma","2","1","1",4.95325782251194,5.81516856339363e-48
"3","Connect.1.0","Connect","3","1","1",0.2989036540412,1.65019212002734e-16
"4","Tau1.1.0","Tau1","4","1","1",705.762053372516,3.01087050492728e-29
"5","Tau2.1.0","Tau2","5","1","1",908413.434905723,3.8445745622617e-29
"6","NPQ.1.0","NPQ","6","1","1",0.76058818001393,1.32825385624461e-83
"7","qP.1.0","qP","7","1","1",1.50293255441293,3.35316754590082e-55
"8","ABQ.1.0","ABQ","8","1","1",0,5.81516856339363e-48
"9","qm.1.0","qm","9","1","1",0,1.67658377295041e-55
"10","nTau1.1.0","nTau1","10","1","1",1,3.01087050492728e-29
"11","nTau2.1.0","nTau2","11","1","1",1,3.8445745622617e-29
"12","nCon.1.0","nCon","12","1","1",1,1.65019212002734e-16
"13","Fm.1.0","Fm","13","1","1",2055.30165713877,1.32825385624461e-83
"14","Fo.1.0","Fo","14","1","1",1256.14147210024,3.35316754590082e-55
"15","Quant.3.0","Quant","1","3","1",0.0392639832009566,5.97293225809069e-85
"16","Sigma.3.0","Sigma","2","3","1",2.91696384021439,4.25581713613247e-30
"17","Connect.3.0","Connect","3","3","1",0.580971027390443,7.60661025022943e-18
"18","Tau1.3.0","Tau1","4","3","1",5492.70239001692,0.0011051877417321
"19","Tau2.3.0","Tau2","5","3","1",5936134.56429946,2.55548205834363e-06
"20","NPQ.3.0","NPQ","6","3","1",0.0478547427068662,1.43798283509545e-96
"21","qP.3.0","qP","7","3","1",0.191394807155933,1.1945864516167e-84
"22","ABQ.3.0","ABQ","8","3","1",0.411101956583574,4.25581713613247e-30
"23","qm.3.0","qm","9","3","1",0.899019832006641,5.97293225809069e-85
"24","nTau1.3.0","nTau1","10","3","1",7.78265474003566,0.0011051877417321
"25","nTau2.3.0","nTau2","11","3","1",6.53461775905541,2.55548205834363e-06
"26","nCon.3.0","nCon","12","3","1",1.94367321889736,7.60661025022943e-18
"27","Fm.3.0","Fm","13","3","1",3453.28379635329,1.43798283509545e-96
"28","Fo.3.0","Fo","14","3","1",3317.69411938514,1.1945864516167e-84
"29","Quant.4.0","Quant","1","4","1",0.035408255759619,1.87118430148212e-80
"30","Sigma.4.0","Sigma","2","4","1",2.65234168842555,4.98778106655385e-24
