"","uni","metric","metrix","stage","col","ASnormalized.t5_icra14.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.304876777750601,2.34769528747387e-62
"2","Sigma.1.0","Sigma","2","1","1",4.69318949939137,1.48360218655518e-47
"3","Connect.1.0","Connect","3","1","1",0.287046715507427,5.23043673565651e-16
"4","Tau1.1.0","Tau1","4","1","1",699.701342328124,8.86470907624051e-30
"5","Tau2.1.0","Tau2","5","1","1",2039272.55081275,7.74458531122287e-18
"6","NPQ.1.0","NPQ","6","1","1",0.535271022633267,1.38732642891736e-87
"7","qP.1.0","qP","7","1","1",1.20198769086537,4.69539057494774e-62
"8","ABQ.1.0","ABQ","8","1","1",0,1.48360218655518e-47
"9","qm.1.0","qm","9","1","1",0,2.34769528747387e-62
"10","nTau1.1.0","nTau1","10","1","1",1,8.86470907624051e-30
"11","nTau2.1.0","nTau2","11","1","1",1,7.74458531122287e-18
"12","nCon.1.0","nCon","12","1","1",1,5.23043673565651e-16
"13","Fm.1.0","Fm","13","1","1",1880.57107308504,1.38732642891736e-87
"14","Fo.1.0","Fo","14","1","1",1307.22862399188,4.69539057494774e-62
"15","Quant.3.0","Quant","1","3","1",0.045511143407128,6.75964163493438e-83
"16","Sigma.3.0","Sigma","2","3","1",3.01698472763874,4.94655729051565e-31
"17","Connect.3.0","Connect","3","3","1",0.550356829528607,1.11499224252193e-17
"18","Tau1.3.0","Tau1","4","3","1",2445.6578561083,7.70633104972782e-08
"19","Tau2.3.0","Tau2","5","3","1",5736262.2786836,5.89317480766918e-10
"20","NPQ.3.0","NPQ","6","3","1",0.0264877623624044,9.14361793829151e-96
"21","qP.3.0","qP","7","3","1",0.154064116748878,1.35192832698678e-82
"22","ABQ.3.0","ABQ","8","3","1",0.357156848656976,4.94655729051565e-31
"23","qm.3.0","qm","9","3","1",0.850722827291367,6.75964163493438e-83
"24","nTau1.3.0","nTau1","10","3","1",3.49528821535605,7.70633104972782e-08
"25","nTau2.3.0","nTau2","11","3","1",2.81289633227173,5.89317480766918e-10
"26","nCon.3.0","nCon","12","3","1",1.91730753147868,1.11499224252193e-17
"27","Fm.3.0","Fm","13","3","1",2812.68455443161,9.14361793829151e-96
"28","Fo.3.0","Fo","14","3","1",2684.67606431586,1.35192832698678e-82
"29","Quant.4.0","Quant","1","4","1",0.0497904616460353,9.76012283371248e-81
"30","Sigma.4.0","Sigma","2","4","1",2.94741480623487,2.09866686834873e-29
"31","Connect.4.0","Connect","3","4","1",0.50781004897483,2.99993754818e-14
"32","Tau1.4.0","Tau1","4","4","1",1412.83890293956,4.03813673183717e-08
"33","Tau2.4.0","Tau2","5","4","1",5532152.63822564,1.89820513682171e-08
"34","NPQ.4.0","NPQ","6","4","1",0.0770788927268256,2.63871370321034e-94
"35","qP.4.0","qP","7","4","1",0.258725117626107,1.95202456674247e-80
"36","ABQ.4.0","ABQ","8","4","1",0.371980439609972,2.09866686834873e-29
"37","qm.4.0","qm","9","4","1",0.836686604951048,9.76012283371248e-81
"38","nTau1.4.0","nTau1","10","4","1",2.01920279049144,4.03813673183717e-08
"39","nTau2.4.0","nTau2","11","4","1",2.71280689578292,1.89820513682171e-08
"40","nCon.4.0","nCon","12","4","1",1.76908503578294,2.99993754818e-14
"41","Fm.4.0","Fm","13","4","1",2680.57084212314,2.63871370321034e-94
"42","Fo.4.0","Fo","14","4","1",2547.10398241893,1.95202456674247e-80
"43","Quant.5.0","Quant","1","5","1",0.0548936088630061,8.01199139797277e-81
"44","Sigma.5.0","Sigma","2","5","1",3.44721375436793,1.67961211411552e-29
"45","Connect.5.0","Connect","3","5","1",0.356879393781576,9.24695080358803e-08
"46","Tau1.5.0","Tau1","4","5","1",1592.67418875307,1.33336953656045e-12
"47","Tau2.5.0","Tau2","5","5","1",11822406.3092836,9.7549419627873e-06
"48","NPQ.5.0","NPQ","6","5","1",0.152834411796843,3.04981108737921e-96
"49","qP.5.0","qP","7","5","1",0.395783358842621,1.60239827959455e-80
"50","ABQ.5.0","ABQ","8","5","1",0.265485922779172,1.67961211411552e-29
"51","qm.5.0","qm","9","5","1",0.819948212297393,8.01199139797277e-81
"52","nTau1.5.0","nTau1","10","5","1",2.27621999902666,1.33336953656045e-12
"53","nTau2.5.0","nTau2","11","5","1",5.79736450852134,9.7549419627873e-06
"54","nCon.5.0","nCon","12","5","1",1.24327983739756,9.24695080358803e-08
"55","Fm.5.0","Fm","13","5","1",2504.42409158289,3.04981108737921e-96
"56","Fo.5.0","Fo","14","5","1",2366.94721507245,1.60239827959455e-80
"57","Quant.6.0","Quant","1","6","1",0.0545819688425946,4.85756701293452e-80
"58","Sigma.6.0","Sigma","2","6","1",3.41640212614423,3.84135744168287e-28
"59","Connect.6.0","Connect","3","6","1",0.305168721576617,2.04453157073782e-05
"60","Tau1.6.0","Tau1","4","6","1",1168.97133837684,5.16818965724813e-12
"61","Tau2.6.0","Tau2","5","6","1",9170611.10206519,0.000219308520221027
"62","NPQ.6.0","NPQ","6","6","1",0.239524459686425,3.24904820221033e-95
"63","qP.6.0","qP","7","6","1",0.521169263293853,9.71513402586904e-80
"64","ABQ.6.0","ABQ","8","6","1",0.27205110158299,3.84135744168287e-28
"65","qm.6.0","qm","9","6","1",0.820970395825804,4.85756701293452e-80
"66","nTau1.6.0","nTau1","10","6","1",1.67067185334719,5.16818965724813e-12
"67","nTau2.6.0","nTau2","11","6","1",4.49700119702503,0.000219308520221027
"68","nCon.6.0","nCon","12","6","1",1.0631326020824,2.04453157073782e-05
"69","Fm.6.0","Fm","13","6","1",2329.2693031973,3.24904820221033e-95
"70","Fo.6.0","Fo","14","6","1",2202.13319866417,9.71513402586904e-80
"71","Quant.7.0","Quant","1","7","1",0.0593842334449046,3.32124548252739e-81
"72","Sigma.7.0","Sigma","2","7","1",3.37134784672598,1.10154796863897e-32
"73","Connect.7.0","Connect","3","7","1",0.389944817992432,1.16574324540525e-11
"74","Tau1.7.0","Tau1","4","7","1",1581.91855123961,1.05873310499904e-12
"75","Tau2.7.0","Tau2","5","7","1",19445478.8011599,0.0811173024393335
"76","NPQ.7.0","NPQ","6","7","1",0.301269811093688,1.7829148833269e-97
"77","qP.7.0","qP","7","7","1",0.608769423274051,6.64249096505479e-81
"78","ABQ.7.0","ABQ","8","7","1",0.281651029185336,1.10154796863897e-32
"79","qm.7.0","qm","9","7","1",0.805218902262596,3.32124548252739e-81
"80","nTau1.7.0","nTau1","10","7","1",2.26084824416097,1.05873310499904e-12
"81","nTau2.7.0","nTau2","11","7","1",9.53549774080464,0.0811173024393335
"82","nCon.7.0","nCon","12","7","1",1.35847162474271,1.16574324540525e-11
"83","Fm.7.0","Fm","13","7","1",2218.74529778201,1.7829148833269e-97
"84","Fo.7.0","Fo","14","7","1",2086.98680906374,6.64249096505479e-81
"85","Quant.8.0","Quant","1","8","1",0.0608406368716468,7.70943117737051e-80
"86","Sigma.8.0","Sigma","2","8","1",3.45537250773182,1.43102107129706e-30
"87","Connect.8.0","Connect","3","8","1",0.284480693453931,5.23365226779031e-06
"88","Tau1.8.0","Tau1","4","8","1",1496.48046758204,2.29365228189464e-17
"89","Tau2.8.0","Tau2","5","8","1",14662195.8030465,0.000420993835123781
"90","NPQ.8.0","NPQ","6","8","1",0.342679008491378,4.48785488602718e-96
"91","qP.8.0","qP","7","8","1",0.660118436707439,1.5418862354741e-79
"92","ABQ.8.0","ABQ","8","8","1",0.263747498757524,1.43102107129706e-30
"93","qm.8.0","qm","9","8","1",0.800441879107577,7.70943117737051e-80
"94","nTau1.8.0","nTau1","10","8","1",2.13874174173053,2.29365228189464e-17
"95","nTau2.8.0","nTau2","11","8","1",7.189914755241,0.000420993835123781
"96","nCon.8.0","nCon","12","8","1",0.991060611688381,5.23365226779031e-06
"97","Fm.8.0","Fm","13","8","1",2150.31757869948,4.48785488602718e-96
"98","Fo.8.0","Fo","14","8","1",2019.49088773511,1.5418862354741e-79
"99","Quant.9.0","Quant","1","9","1",0.0697768265965883,9.12494525217184e-84
"100","Sigma.9.0","Sigma","2","9","1",3.63250188071128,5.8139535941866e-36
"101","Connect.9.0","Connect","3","9","1",0.244069999854787,7.93255002052999e-07
"102","Tau1.9.0","Tau1","4","9","1",1388.22321352764,5.47645670341567e-15
"103","Tau2.9.0","Tau2","5","9","1",11019570.1535667,0.00122820684540989
"104","NPQ.9.0","NPQ","6","9","1",0.353559964908682,2.21872136907756e-100
"105","qP.9.0","qP","7","9","1",0.686970189991732,1.82498905043437e-83
"106","ABQ.9.0","ABQ","8","9","1",0.226005708658822,5.8139535941866e-36
"107","qm.9.0","qm","9","9","1",0.771131054613586,9.12494525217184e-84
"108","nTau1.9.0","nTau1","10","9","1",1.98402251010208,5.47645670341567e-15
"109","nTau2.9.0","nTau2","11","9","1",5.40367698725453,0.00122820684540989
"110","nCon.9.0","nCon","12","9","1",0.850279716398539,7.93255002052999e-07
"111","Fm.9.0","Fm","13","9","1",2133.03167156291,2.21872136907756e-100
"112","Fo.9.0","Fo","14","9","1",1984.19549049124,1.82498905043437e-83
"113","Quant.10.0","Quant","1","10","1",0.0998548908622326,1.06803213898893e-77
"114","Sigma.10.0","Sigma","2","10","1",4.48299573321773,9.87460079698447e-39
"115","Connect.10.0","Connect","3","10","1",0.271546025250826,5.86308668067324e-10
"116","Tau1.10.0","Tau1","4","10","1",1230.53875888325,1.93208702757559e-16
"117","Tau2.10.0","Tau2","5","10","1",4853444.53095831,3.11966227380964e-06
"118","NPQ.10.0","NPQ","6","10","1",0.363991876447427,5.92831973552349e-99
"119","qP.10.0","qP","7","10","1",0.746951027310538,2.13606427797786e-77
"120","ABQ.10.0","ABQ","8","10","1",0.0447869761493552,9.87460079698447e-39
"121","qm.10.0","qm","9","10","1",0.67247459252565,1.06803213898893e-77
"122","nTau1.10.0","nTau1","10","10","1",1.7586628529093,1.93208702757559e-16
"123","nTau2.10.0","nTau2","11","10","1",2.37998816245724,3.11966227380964e-06
"124","nCon.10.0","nCon","12","10","1",0.945999416056026,5.86308668067324e-10
"125","Fm.10.0","Fm","13","10","1",2116.71808634931,5.92831973552349e-99
"126","Fo.10.0","Fo","14","10","1",1905.35343285079,2.13606427797786e-77
"127","Quant.11.0","Quant","1","11","1",0.113575785236173,2.72308645807635e-77
"128","Sigma.11.0","Sigma","2","11","1",4.180569625761,2.17870833365044e-39
"129","Connect.11.0","Connect","3","11","1",0.15640734447142,8.01062607266442e-05
"130","Tau1.11.0","Tau1","4","11","1",1334.15918107821,1.89319157741939e-18
"131","Tau2.11.0","Tau2","5","11","1",5268998.24879885,2.46593612371476e-05
"132","NPQ.11.0","NPQ","6","11","1",0.305109945185348,8.12942876527695e-98
"133","qP.11.0","qP","7","11","1",0.704645104427858,5.44617291615269e-77
"134","ABQ.11.0","ABQ","8","11","1",0.109226331836132,2.17870833365044e-39
"135","qm.11.0","qm","9","11","1",0.627469871355433,2.72308645807635e-77
"136","nTau1.11.0","nTau1","10","11","1",1.90675521164366,1.89319157741939e-18
"137","nTau2.11.0","nTau2","11","11","1",2.58376363017239,2.46593612371476e-05
"138","nCon.11.0","nCon","12","11","1",0.544884633830181,8.01062607266442e-05
"139","Fm.11.0","Fm","13","11","1",2212.21689801756,8.12942876527695e-98
"140","Fo.11.0","Fo","14","11","1",1960.96262671249,5.44617291615269e-77
"141","Quant.12.0","Quant","1","12","1",0.118919080802837,2.10067755709362e-75
"142","Sigma.12.0","Sigma","2","12","1",4.33781051015739,4.47085588478745e-39
"143","Connect.12.0","Connect","3","12","1",0.166197981453751,4.28885374728433e-05
"144","Tau1.12.0","Tau1","4","12","1",1376.58264984366,3.17204235290764e-20
"145","Tau2.12.0","Tau2","5","12","1",3952517.75992366,3.81496663412802e-08
"146","NPQ.12.0","NPQ","6","12","1",0.279696812905549,1.0490459889087e-96
"147","qP.12.0","qP","7","12","1",0.684190281721808,4.20135511418723e-75
"148","ABQ.12.0","ABQ","8","12","1",0.0757222757103819,4.47085588478745e-39
"149","qm.12.0","qm","9","12","1",0.60994378883092,2.10067755709362e-75
