"","uni","metric","metrix","stage","col","ASnormalized.t4_icra2.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.312769372483958,0.0000000000000000000000000000000000000000000000000000000000000377901088138352
"2","Sigma.1.0","Sigma","2","1","1",4.69501750851285,0.00000000000000000000000000000000000000000000000466653849592228
"3","Connect.1.0","Connect","3","1","1",0.28196263437585,0.000000000000000774159777722698
"4","Tau1.1.0","Tau1","4","1","1",636.958916090505,0.000000000000000000000000000158100317631814
"5","Tau2.1.0","Tau2","5","1","1",1723494.65949571,0.000000000000000000149452636681856
"6","NPQ.1.0","NPQ","6","1","1",0.520303670974854,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000230268129830675
"7","qP.1.0","qP","7","1","1",0.974349512524943,0.0000000000000000000000000000000000000000000000000000000000000755802176276704
"8","ABQ.1.0","ABQ","8","1","1",0,0.00000000000000000000000000000000000000000000000466653849592228
"9","qm.1.0","qm","9","1","1",0,0.0000000000000000000000000000000000000000000000000000000000000377901088138352
"10","nTau1.1.0","nTau1","10","1","1",1,0.000000000000000000000000000158100317631814
"11","nTau2.1.0","nTau2","11","1","1",1,0.000000000000000000149452636681856
"12","nCon.1.0","nCon","12","1","1",1,0.000000000000000774159777722698
"13","Fm.1.0","Fm","13","1","1",1894.13009792311,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000230268129830675
"14","Fo.1.0","Fo","14","1","1",1301.70421579272,0.0000000000000000000000000000000000000000000000000000000000000755802176276704
"15","Quant.3.0","Quant","1","3","1",0.0442337651886181,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000135270204408536
"16","Sigma.3.0","Sigma","2","3","1",2.86987415987252,0.00000000000000000000000000000928798773112501
"17","Connect.3.0","Connect","3","3","1",0.469252845296863,0.000000000000278232498822205
"18","Tau1.3.0","Tau1","4","3","1",4015.95112452195,0.00000000516128327215236
"19","Tau2.3.0","Tau2","5","3","1",7734190.15548646,0.000000000972407222984579
"20","NPQ.3.0","NPQ","6","3","1",0.0874730739520626,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000207830916266447
"21","qP.3.0","qP","7","3","1",0.215353457708691,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000270540408817051
"22","ABQ.3.0","ABQ","8","3","1",0.388740477608665,0.00000000000000000000000000000928798773112501
"23","qm.3.0","qm","9","3","1",0.858573859590786,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000135270204408536
"24","nTau1.3.0","nTau1","10","3","1",6.30488250195296,0.00000000516128327215236
"25","nTau2.3.0","nTau2","11","3","1",4.48750456688358,0.000000000972407222984579
"26","nCon.3.0","nCon","12","3","1",1.66423769708209,0.000000000000278232498822205
"27","Fm.3.0","Fm","13","3","1",2648.02229144977,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000207830916266447
"28","Fo.3.0","Fo","14","3","1",2530.89029519556,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000270540408817051
"29","Quant.4.0","Quant","1","4","1",0.0467607258763066,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000106136849149514
"30","Sigma.4.0","Sigma","2","4","1",2.66109114466233,0.0000000000000000000000000000186651030532936
"31","Connect.4.0","Connect","3","4","1",0.488781855264761,0.00000000000020478214898928
"32","Tau1.4.0","Tau1","4","4","1",1397.35239213552,0.000000050422045430866
"33","Tau2.4.0","Tau2","5","4","1",5926783.4405497,0.0000000143266434015894
"34","NPQ.4.0","NPQ","6","4","1",0.245806859402705,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000113192764819851
"35","qP.4.0","qP","7","4","1",0.417577917455355,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000212273698298915
"36","ABQ.4.0","ABQ","8","4","1",0.433209537592282,0.0000000000000000000000000000186651030532936
"37","qm.4.0","qm","9","4","1",0.850494549690267,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000106136849149514
"38","nTau1.4.0","nTau1","10","4","1",2.19378731788876,0.000000050422045430866
"39","nTau2.4.0","nTau2","11","4","1",3.4388174096715,0.0000000143266434015894
"40","nCon.4.0","nCon","12","4","1",1.73349868271278,0.00000000000020478214898928
"41","Fm.4.0","Fm","13","4","1",2311.47622879288,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000113192764819851
"42","Fo.4.0","Fo","14","4","1",2203.3899224887,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000212273698298915
"43","Quant.5.0","Quant","1","5","1",0.0482011843523901,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000331456974596914
"44","Sigma.5.0","Sigma","2","5","1",3.36585351540372,0.00000000000000000000000000392420676320413
"45","Connect.5.0","Connect","3","5","1",0.262567999131008,0.000338172618094213
"46","Tau1.5.0","Tau1","4","5","1",1421.71761032334,0.000000000000516478231213529
"47","Tau2.5.0","Tau2","5","5","1",9465914.75774745,0.0000000514013139422051
"48","NPQ.5.0","NPQ","6","5","1",0.413277051279466,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000330970800375074
"49","qP.5.0","qP","7","5","1",0.580611924600603,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000662913949193829
"50","ABQ.5.0","ABQ","8","5","1",0.283100966226247,0.00000000000000000000000000392420676320413
"51","qm.5.0","qm","9","5","1",0.845889052468325,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000331456974596914
"52","nTau1.5.0","nTau1","10","5","1",2.23203973507348,0.000000000000516478231213529
"53","nTau2.5.0","nTau2","11","5","1",5.49227971528334,0.0000000514013139422051
"54","nCon.5.0","nCon","12","5","1",0.931215583625918,0.000338172618094213
"55","Fm.5.0","Fm","13","5","1",2037.57142916137,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000330970800375074
"56","Fo.5.0","Fo","14","5","1",1939.3580730732,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000662913949193829
"57","Quant.6.0","Quant","1","6","1",0.0456932474592891,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000805773199803292
"58","Sigma.6.0","Sigma","2","6","1",3.382772062302,0.00000000000000000000000000382219966543043
"59","Connect.6.0","Connect","3","6","1",0.284349963569436,0.000082150113532274
"60","Tau1.6.0","Tau1","4","6","1",845.326668909254,0.00000000028736461462554
"61","Tau2.6.0","Tau2","5","6","1",7707539.59456952,0.00000155322189631109
"62","NPQ.6.0","NPQ","6","6","1",0.549933560401139,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000481099871242229
"63","qP.6.0","qP","7","6","1",0.68331851541836,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000161154639960658
"64","ABQ.6.0","ABQ","8","6","1",0.279497455298417,0.00000000000000000000000000382219966543043
"65","qm.6.0","qm","9","6","1",0.853907538655714,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000805773199803292
"66","nTau1.6.0","nTau1","10","6","1",1.32712903070367,0.00000000028736461462554
"67","nTau2.6.0","nTau2","11","6","1",4.47204147230995,0.00000155322189631109
"68","nCon.6.0","nCon","12","6","1",1.00846682823372,0.000082150113532274
