"","uni","metric","metrix","stage","col","ASnormalized.t11_icra1.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.353425408527495,0.0000000000000000000000000000000000000000000000000000000191428950815386
"2","Sigma.1.0","Sigma","2","1","1",5.12290038060274,0.00000000000000000000000000000000000000000000055623080079061
"3","Connect.1.0","Connect","3","1","1",0.261656224656996,0.000000000000633090820758989
"4","Tau1.1.0","Tau1","4","1","1",631.159544886949,0.00000000000000000000000000001196451840858
"5","Tau2.1.0","Tau2","5","1","1",1143466.810913,0.00000000000000000000000507324994549391
"6","NPQ.1.0","NPQ","6","1","1",0.698760686086419,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000321233061940955
"7","qP.1.0","qP","7","1","1",1.20917956537294,0.0000000000000000000000000000000000000000000000000000000382857901630772
"8","ABQ.1.0","ABQ","8","1","1",0,0.00000000000000000000000000000000000000000000055623080079061
"9","qm.1.0","qm","9","1","1",0,0.0000000000000000000000000000000000000000000000000000000191428950815386
"10","nTau1.1.0","nTau1","10","1","1",1,0.00000000000000000000000000001196451840858
"11","nTau2.1.0","nTau2","11","1","1",1,0.00000000000000000000000507324994549391
"12","nCon.1.0","nCon","12","1","1",1,0.000000000000633090820758989
"13","Fm.1.0","Fm","13","1","1",2002.23761762201,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000321233061940955
"14","Fo.1.0","Fo","14","1","1",1294.59596964484,0.0000000000000000000000000000000000000000000000000000000382857901630772
"15","Quant.3.0","Quant","1","3","1",0.0522206514768824,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000229167818256157
"16","Sigma.3.0","Sigma","2","3","1",3.0833464059052,0.0000000000000000000000000000000310550688426205
"17","Connect.3.0","Connect","3","3","1",0.483077050280227,0.0000000000000034991334235313
"18","Tau1.3.0","Tau1","4","3","1",3420.19151211766,0.00000980548770941503
"19","Tau2.3.0","Tau2","5","3","1",5492720.737381,0.00000410737674744742
"20","NPQ.3.0","NPQ","6","3","1",0.0876632731137928,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000266588465324163
"21","qP.3.0","qP","7","3","1",0.251075182599166,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000458335636512287
"22","ABQ.3.0","ABQ","8","3","1",0.398124855681378,0.0000000000000000000000000000000310550688426205
"23","qm.3.0","qm","9","3","1",0.852244207074829,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000229167818256157
"24","nTau1.3.0","nTau1","10","3","1",5.41890167046476,0.00000980548770941503
"25","nTau2.3.0","nTau2","11","3","1",4.8035681359176,0.00000410737674744742
"26","nCon.3.0","nCon","12","3","1",1.84622800743033,0.0000000000000034991334235313
"27","Fm.3.0","Fm","13","3","1",3127.18341521472,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000266588465324163
"28","Fo.3.0","Fo","14","3","1",2963.8798599845,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000458335636512287
"29","Quant.4.0","Quant","1","4","1",0.04471745111603,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000485558897713717
"30","Sigma.4.0","Sigma","2","4","1",3.17916876615101,0.00000000000000000000000000074380412783277
"31","Connect.4.0","Connect","3","4","1",0.466043210896017,0.0000000000192325833820626
"32","Tau1.4.0","Tau1","4","4","1",1591.05783117058,0.000000026525344379977
"33","Tau2.4.0","Tau2","5","4","1",5981050.85882824,0.000000130083660830362
"34","NPQ.4.0","NPQ","6","4","1",0.110989788049741,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000495226968127358
"35","qP.4.0","qP","7","4","1",0.273608244843126,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000971117795427434
"36","ABQ.4.0","ABQ","8","4","1",0.379420146800324,0.00000000000000000000000000074380412783277
"37","qm.4.0","qm","9","4","1",0.873474147480398,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000485558897713717
"38","nTau1.4.0","nTau1","10","4","1",2.5208488789559,0.000000026525344379977
"39","nTau2.4.0","nTau2","11","4","1",5.23062917239607,0.000000130083660830362
"40","nCon.4.0","nCon","12","4","1",1.78112793420814,0.0000000000192325833820626
