"","uni","metric","metrix","stage","col","ASnormalized.t1_icra2.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.33361859958738,0.00000000000000000000000000000000000000000000000000000000154723070850351
"2","Sigma.1.0","Sigma","2","1","1",5.43793770388182,0.000000000000000000000000000000000000000000000537819982329344
"3","Connect.1.0","Connect","3","1","1",0.291015334708434,0.0000000000000158756097768136
"4","Tau1.1.0","Tau1","4","1","1",711.695553905865,0.000000000000000000000000000655525302288777
"5","Tau2.1.0","Tau2","5","1","1",1260583.42441827,0.0000000000000000000000359033565893007
"6","NPQ.1.0","NPQ","6","1","1",0.551017117463478,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000246958560896951
"7","qP.1.0","qP","7","1","1",1.07186316190001,0.00000000000000000000000000000000000000000000000000000000309446141700702
"8","ABQ.1.0","ABQ","8","1","1",0,0.000000000000000000000000000000000000000000000537819982329344
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000154723070850351
"10","nTau1.1.0","nTau1","10","1","1",1,0.000000000000000000000000000655525302288777
"11","nTau2.1.0","nTau2","11","1","1",1,0.0000000000000000000000359033565893007
"12","nCon.1.0","nCon","12","1","1",1,0.0000000000000158756097768136
"13","Fm.1.0","Fm","13","1","1",1935.11840128132,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000246958560896951
"14","Fo.1.0","Fo","14","1","1",1289.52691021008,0.00000000000000000000000000000000000000000000000000000000309446141700702
"15","Quant.3.0","Quant","1","3","1",0.0404753691582838,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000174556905648392
"16","Sigma.3.0","Sigma","2","3","1",3.16340817793276,0.000000000000000000000000001312055233795
"17","Connect.3.0","Connect","3","3","1",0.432131129460147,0.000000000138456517875759
"18","Tau1.3.0","Tau1","4","3","1",4341.284859054,0.000000823984277995705
"19","Tau2.3.0","Tau2","5","3","1",5448009.69922477,0.0000000894364765701141
"20","NPQ.3.0","NPQ","6","3","1",0.0142209699041425,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000151776989166177
"21","qP.3.0","qP","7","3","1",0.101348456622089,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000349113811296783
"22","ABQ.3.0","ABQ","8","3","1",0.418270610993836,0.000000000000000000000000001312055233795
"23","qm.3.0","qm","9","3","1",0.878677719982208,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000174556905648392
"24","nTau1.3.0","nTau1","10","3","1",6.09991847669772,0.000000823984277995705
"25","nTau2.3.0","nTau2","11","3","1",4.32181606841206,0.0000000894364765701141
"26","nCon.3.0","nCon","12","3","1",1.48490844956021,0.000000000138456517875759
"27","Fm.3.0","Fm","13","3","1",2959.31740100932,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000151776989166177
"28","Fo.3.0","Fo","14","3","1",2839.53793674694,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000349113811296783
"29","Quant.4.0","Quant","1","4","1",0.0413904080898126,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000353199361986924
"30","Sigma.4.0","Sigma","2","4","1",3.12850450017246,0.0000000000000000000000000000933974118135239
"31","Connect.4.0","Connect","3","4","1",0.422314071062999,0.000000000166551122428388
"32","Tau1.4.0","Tau1","4","4","1",3102.6599506492,0.00000118959728358548
"33","Tau2.4.0","Tau2","5","4","1",5429199.15097069,0.00000030893259206704
"34","NPQ.4.0","NPQ","6","4","1",0.0728462074277921,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028287641582304
"35","qP.4.0","qP","7","4","1",0.200105637307567,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000706398723973847
"36","ABQ.4.0","ABQ","8","4","1",0.424689161492378,0.0000000000000000000000000000933974118135239
"37","qm.4.0","qm","9","4","1",0.875934950446395,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000353199361986924
"38","nTau1.4.0","nTau1","10","4","1",4.35953257487903,0.00000118959728358548
"39","nTau2.4.0","nTau2","11","4","1",4.3068939713182,0.00000030893259206704
"40","nCon.4.0","nCon","12","4","1",1.451174631351,0.000000000166551122428388
"41","Fm.4.0","Fm","13","4","1",2797.60672492091,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028287641582304
"42","Fo.4.0","Fo","14","4","1",2681.81264090163,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000706398723973847
"43","Quant.5.0","Quant","1","5","1",0.0517185610253738,0.0000000000000000000000000000000000000000000000000000000000000000000000000000123911291268345
"44","Sigma.5.0","Sigma","2","5","1",4.50371612639121,0.0000000000000000000000000148336251862779
"45","Connect.5.0","Connect","3","5","1",0.162594726091178,0.0316536549463858
"46","Tau1.5.0","Tau1","4","5","1",1971.67465189206,0.000000000000000531996141767308
"47","Tau2.5.0","Tau2","5","5","1",7651995.50204604,0.000000285620747145333
"48","NPQ.5.0","NPQ","6","5","1",0.159188104788345,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000818444302922986
"49","qP.5.0","qP","7","5","1",0.341922638589037,0.000000000000000000000000000000000000000000000000000000000000000000000000000024782258253669
