"","uni","metric","metrix","stage","col","ASnormalized.t4_aglo8.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.384302082538904,0.00000000000000000000000000000000000000000000000000000000000732548061104806
"2","Sigma.1.0","Sigma","2","1","1",4.49201519002622,0.00000000000000000000000000000000000000000000000000148306252357691
"3","Connect.1.0","Connect","3","1","1",0.328074503034328,0.00000000000000000000155258464817915
"4","Tau1.1.0","Tau1","4","1","1",666.001511597097,0.0000000000000000000000000000586522135865859
"5","Tau2.1.0","Tau2","5","1","1",765753.9334307,0.00000000000000000000000000141342233861415
"6","NPQ.1.0","NPQ","6","1","1",0.778236368661358,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000306714290782503
"7","qP.1.0","qP","7","1","1",1.48450705424587,0.0000000000000000000000000000000000000000000000000000000000146509612220961
"8","ABQ.1.0","ABQ","8","1","1",0,0.00000000000000000000000000000000000000000000000000148306252357691
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000000732548061104806
"10","nTau1.1.0","nTau1","10","1","1",1,0.0000000000000000000000000000586522135865859
"11","nTau2.1.0","nTau2","11","1","1",1,0.00000000000000000000000000141342233861415
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000000000000155258464817915
"13","Fm.1.0","Fm","13","1","1",1871.11972058004,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000306714290782503
"14","Fo.1.0","Fo","14","1","1",1152.04451528152,0.0000000000000000000000000000000000000000000000000000000000146509612220961
"15","Quant.3.0","Quant","1","3","1",0.043963483946036,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000239660284580979
"16","Sigma.3.0","Sigma","2","3","1",2.79025030268913,0.00000000000000000000000000000144120662654664
"17","Connect.3.0","Connect","3","3","1",0.484700663268064,0.0000000000000624860554858104
"18","Tau1.3.0","Tau1","4","3","1",4389.03695697999,0.00000742520336138561
"19","Tau2.3.0","Tau2","5","3","1",5772875.00699582,0.000000376178407207107
"20","NPQ.3.0","NPQ","6","3","1",0.0880027044451786,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000136148202050852
