"","uni","metric","metrix","stage","col","ASnormalized.t4_aglo2.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.368976304998015,0.00000000000000000000000000000000000000000000000000000000079988502480714
"2","Sigma.1.0","Sigma","2","1","1",4.98949890968629,0.000000000000000000000000000000000000000000000000861383875392385
"3","Connect.1.0","Connect","3","1","1",0.290433693945506,0.000000000000000221846017788983
"4","Tau1.1.0","Tau1","4","1","1",737.810119200741,0.00000000000000000000000000436736740423267
"5","Tau2.1.0","Tau2","5","1","1",883250.955657412,0.00000000000000000000000000153017236665425
"6","NPQ.1.0","NPQ","6","1","1",0.706141529474809,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000448048684304971
"7","qP.1.0","qP","7","1","1",1.45977891911282,0.00000000000000000000000000000000000000000000000000000000159977004961428
"8","ABQ.1.0","ABQ","8","1","1",0,0.000000000000000000000000000000000000000000000000861383875392385
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000079988502480714
"10","nTau1.1.0","nTau1","10","1","1",1,0.00000000000000000000000000436736740423267
"11","nTau2.1.0","nTau2","11","1","1",1,0.00000000000000000000000000153017236665425
"12","nCon.1.0","nCon","12","1","1",1,0.000000000000000221846017788983
"13","Fm.1.0","Fm","13","1","1",2082.22594403192,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000448048684304971
"14","Fo.1.0","Fo","14","1","1",1313.93390903202,0.00000000000000000000000000000000000000000000000000000000159977004961428
"15","Quant.3.0","Quant","1","3","1",0.0359121907822948,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000152602976985355
"16","Sigma.3.0","Sigma","2","3","1",2.69294370652022,0.00000000000000000000000000107093429833384
"17","Connect.3.0","Connect","3","3","1",0.488132604408892,0.00000000000483678921593845
"18","Tau1.3.0","Tau1","4","3","1",5432.7434654091,0.0000528273830491196
"19","Tau2.3.0","Tau2","5","3","1",5784590.50711698,0.0000000254591704735337
"20","NPQ.3.0","NPQ","6","3","1",0.0694943406776398,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000196637576746185
"21","qP.3.0","qP","7","3","1",0.228315348305222,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000305205953968743
"22","ABQ.3.0","ABQ","8","3","1",0.460277724223505,0.00000000000000000000000000107093429833384
"23","qm.3.0","qm","9","3","1",0.902670739839275,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000152602976985355
"24","nTau1.3.0","nTau1","10","3","1",7.36333553041304,0.0000528273830491196
"25","nTau2.3.0","nTau2","11","3","1",6.54920379091066,0.0000000254591704735337
"26","nCon.3.0","nCon","12","3","1",1.68070239295472,0.00000000000483678921593845
"27","Fm.3.0","Fm","13","3","1",3321.73067377973,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000196637576746185
"28","Fo.3.0","Fo","14","3","1",3202.44004809555,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000305205953968743
"29","Quant.4.0","Quant","1","4","1",0.033634392198506,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000255710123025742
"30","Sigma.4.0","Sigma","2","4","1",2.65673393078773,0.000000000000000000000000209728815328212
"31","Connect.4.0","Connect","3","4","1",0.486023357540339,0.000000000917320455014793
