"","Name","TG6 Camera #","Date","CBASS / Sophie","Species","Size (cm)","PM (% dead)","Bleaching (%)","Colony Depth (ft)","Colony Photo","Tag #","Bag_number","Notes","Site","Tank_color","Temperature","SampleID_clean","Project","Country","SITE","Latitude","Longitude","Genotype","Condition","Pam_value","Timepoint","MINIMUM_DEPTH_FEET","MAXIMUM_DEPTH_FEET","MINIMUM_DEPTH_METERS","MAXIMUM_DEPTH_METERS","Color_mean","Color_SD"
"271","BH",3,2026-02-13,"CBASS","aglo",47,0,0,35,TRUE,NA,"34","in spiral",7,"2-blue",37,"7_AGLO_4","ESA","TUT","ESA_TUT_7",-14.24378,-170.66918,4,"wild",0.344,420,29,40,8.8392,12.192,6.183,1.043
"272","BH",3,2026-02-13,"CBASS","aglo",47,0,0,35,TRUE,NA,"34","in spiral",7,"7-grey",34,"7_AGLO_4","ESA","TUT","ESA_TUT_7",-14.24378,-170.66918,4,"wild",0.632,420,29,40,8.8392,12.192,5.987,0.724
"273","BH",3,2026-02-13,"CBASS","aglo",48,5,0,35,TRUE,NA,"35","in spiral",7,"3-red",29,"7_AGLO_5","ESA","TUT","ESA_TUT_7",-14.24378,-170.66918,5,"wild",0.665,420,29,40,8.8392,12.192,6.931,0.809
"274","BH",3,2026-02-13,"CBASS","aglo",48,5,0,35,TRUE,NA,"35","in spiral",7,"4-yellow",39,"7_AGLO_5","ESA","TUT","ESA_TUT_7",-14.24378,-170.66918,5,"wild",0.014,420,29,40,8.8392,12.192,6.458,0.918
"275","BH",3,2026-02-13,"CBASS","aglo",48,5,0,35,TRUE,NA,"35","in spiral",7,"5-orange",35,"7_AGLO_5","ESA","TUT","ESA_TUT_7",-14.24378,-170.66918,5,"wild",0.596,420,29,40,8.8392,12.192,6.329,0.692
"276","BH",3,2026-02-13,"CBASS","aglo",48,5,0,35,TRUE,NA,"35","in spiral",7,"6-brown",36,"7_AGLO_5","ESA","TUT","ESA_TUT_7",-14.24378,-170.66918,5,"wild",0.68,420,29,40,8.8392,12.192,5.616,0.592
"277","BH",3,2026-02-13,"CBASS","aglo",48,5,0,35,TRUE,NA,"35","in spiral",7,"8-purple",38,"7_AGLO_5","ESA","TUT","ESA_TUT_7",-14.24378,-170.66918,5,"wild",0.303,420,29,40,8.8392,12.192,6.996,0.91
"278","BH",3,2026-02-13,"CBASS","aglo",48,5,0,35,TRUE,NA,"35","in spiral",7,"2-blue",37,"7_AGLO_5","ESA","TUT","ESA_TUT_7",-14.24378,-170.66918,5,"wild",0.505,420,29,40,8.8392,12.192,6.108,1.155
"279","BH",3,2026-02-13,"CBASS","aglo",48,5,0,35,TRUE,NA,"35","in spiral",7,"7-grey",34,"7_AGLO_5","ESA","TUT","ESA_TUT_7",-14.24378,-170.66918,5,"wild",0.663,420,29,40,8.8392,12.192,7.167,1.062
"280","BH",3,2026-02-13,"CBASS","ahya",36,0,0,35,TRUE,NA,"32","in spiral",7,"3-red",29,"7_AHYA_1","ESA","TUT","ESA_TUT_7",-14.24378,-170.66918,1,"wild",0.649,420,29,40,8.8392,12.192,7.243,0.461
"281","BH",3,2026-02-13,"CBASS","ahya",36,0,0,35,TRUE,NA,"32","in spiral",7,"4-yellow",39,"7_AHYA_1","ESA","TUT","ESA_TUT_7",-14.24378,-170.66918,1,"wild",0.042,420,29,40,8.8392,12.192,5.276,0.642
"282","BH",3,2026-02-13,"CBASS","ahya",36,0,0,35,TRUE,NA,"32","in spiral",7,"5-orange",35,"7_AHYA_1","ESA","TUT","ESA_TUT_7",-14.24378,-170.66918,1,"wild",0.644,420,29,40,8.8392,12.192,7.392,0.587
"283","BH",3,2026-02-13,"CBASS","ahya",36,0,0,35,TRUE,NA,"32","in spiral",7,"6-brown",36,"7_AHYA_1","ESA","TUT","ESA_TUT_7",-14.24378,-170.66918,1,"wild",0.645,420,29,40,8.8392,12.192,6.83,0.897
"284","BH",3,2026-02-13,"CBASS","ahya",36,0,0,35,TRUE,NA,"32","in spiral",7,"8-purple",38,"7_AHYA_1","ESA","TUT","ESA_TUT_7",-14.24378,-170.66918,1,"wild",0.384,420,29,40,8.8392,12.192,6.605,0.821
"285","BH",3,2026-02-13,"CBASS","ahya",36,0,0,35,TRUE,NA,"32","in spiral",7,"2-blue",37,"7_AHYA_1","ESA","TUT","ESA_TUT_7",-14.24378,-170.66918,1,"wild",0.587,420,29,40,8.8392,12.192,6.232,0.906
"286","BH",3,2026-02-13,"CBASS","ahya",36,0,0,35,TRUE,NA,"32","in spiral",7,"7-grey",34,"7_AHYA_1","ESA","TUT","ESA_TUT_7",-14.24378,-170.66918,1,"wild",0.662,420,29,40,8.8392,12.192,7.445,0.515
"287","KT",3,2026-02-14,"CBASS","aabr",103,20,0,33,TRUE,NA,"21",NA,1,"4-yellow",29,"1_AABR_2","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,2,"wild",0.615,420,30,41,9.144,12.4968,8.547,0.809
"288","KT",3,2026-02-14,"CBASS","aabr",103,20,0,33,TRUE,NA,"21",NA,1,"2-blue",34,"1_AABR_2","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,2,"wild",0.615,420,30,41,9.144,12.4968,8.137,0.87
"289","KT",3,2026-02-14,"CBASS","aabr",103,20,0,33,TRUE,NA,"21",NA,1,"5-orange",35,"1_AABR_2","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,2,"wild",0.557,420,30,41,9.144,12.4968,7.207,0.918
"290","KT",3,2026-02-14,"CBASS","aabr",103,20,0,33,TRUE,NA,"21",NA,1,"7-grey",36,"1_AABR_2","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,2,"wild",0.622,420,30,41,9.144,12.4968,7.308,1.186
"291","KT",3,2026-02-14,"CBASS","aabr",103,20,0,33,TRUE,NA,"21",NA,1,"6-brown",38,"1_AABR_2","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,2,"wild",0.414,420,30,41,9.144,12.4968,6.313,1.073
"292","KT",3,2026-02-14,"CBASS","aabr",103,20,0,33,TRUE,NA,"21",NA,1,"3-red",37,"1_AABR_2","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,2,"wild",0.449,420,30,41,9.144,12.4968,6.367,1.05
"293","KT",3,2026-02-14,"CBASS","aabr",103,20,0,33,TRUE,NA,"21",NA,1,"1-green",39,"1_AABR_2","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,2,"wild",0.021,420,30,41,9.144,12.4968,6.46,1.008
"294","KT",3,2026-02-14,"CBASS","aabr",105,10,0,41,TRUE,NA,"22",NA,1,"4-yellow",29,"1_AABR_1","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,1,"wild",0.652,420,30,41,9.144,12.4968,8.938,0.953
"295","KT",3,2026-02-14,"CBASS","aabr",105,10,0,41,TRUE,NA,"22",NA,1,"2-blue",34,"1_AABR_1","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,1,"wild",0.638,420,30,41,9.144,12.4968,8.387,0.689
"296","KT",3,2026-02-14,"CBASS","aabr",105,10,0,41,TRUE,NA,"22",NA,1,"5-orange",35,"1_AABR_1","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,1,"wild",0.669,420,30,41,9.144,12.4968,7.233,0.806
"297","KT",3,2026-02-14,"CBASS","aabr",105,10,0,41,TRUE,NA,"22",NA,1,"7-grey",36,"1_AABR_1","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,1,"wild",0.589,420,30,41,9.144,12.4968,7.716,1.001
"298","KT",3,2026-02-14,"CBASS","aabr",105,10,0,41,TRUE,NA,"22",NA,1,"6-brown",38,"1_AABR_1","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,1,"wild",0.389,420,30,41,9.144,12.4968,4.379,0.689
"299","KT",3,2026-02-14,"CBASS","aabr",105,10,0,41,TRUE,NA,"22",NA,1,"3-red",37,"1_AABR_1","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,1,"wild",0.495,420,30,41,9.144,12.4968,7.365,0.985
"300","KT",3,2026-02-14,"CBASS","aabr",105,10,0,41,TRUE,NA,"22",NA,1,"1-green",39,"1_AABR_1","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,1,"wild",0.039,420,30,41,9.144,12.4968,7.112,1.021
"301","ES",4,2026-02-14,"CBASS","aglo",48,3,0,36,TRUE,NA,"6","in spiral",1,"4-yellow",29,"1_AGLO_8","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,8,"wild",0.65,420,30,41,9.144,12.4968,8.715,0.778
"302","ES",4,2026-02-14,"CBASS","aglo",48,3,0,36,TRUE,NA,"6","in spiral",1,"2-blue",34,"1_AGLO_8","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,8,"wild",0.616,420,30,41,9.144,12.4968,7.41,0.653
"303","ES",4,2026-02-14,"CBASS","aglo",48,3,0,36,TRUE,NA,"6","in spiral",1,"5-orange",35,"1_AGLO_8","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,8,"wild",0.609,420,30,41,9.144,12.4968,5.549,0.891
"304","ES",4,2026-02-14,"CBASS","aglo",48,3,0,36,TRUE,NA,"6","in spiral",1,"7-grey",36,"1_AGLO_8","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,8,"wild",0.58,420,30,41,9.144,12.4968,7.24,0.98
"305","ES",4,2026-02-14,"CBASS","aglo",48,3,0,36,TRUE,NA,"6","in spiral",1,"6-brown",38,"1_AGLO_8","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,8,"wild",0.463,420,30,41,9.144,12.4968,6.563,0.89
"306","ES",4,2026-02-14,"CBASS","aglo",48,3,0,36,TRUE,NA,"6","in spiral",1,"3-red",37,"1_AGLO_8","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,8,"wild",0.515,420,30,41,9.144,12.4968,7.069,1.28
"307","ES",4,2026-02-14,"CBASS","aglo",48,3,0,36,TRUE,NA,"6","in spiral",1,"1-green",39,"1_AGLO_8","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,8,"wild",0.151,420,30,41,9.144,12.4968,6.555,0.751
"308","ES",4,2026-02-14,"CBASS","aglo",81,0,0,36,TRUE,NA,"7",NA,1,"4-yellow",29,"1_AGLO_4","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,4,"wild",0.653,420,30,41,9.144,12.4968,8.872,0.409
"309","ES",4,2026-02-14,"CBASS","aglo",81,0,0,36,TRUE,NA,"7",NA,1,"2-blue",34,"1_AGLO_4","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,4,"wild",0.576,420,30,41,9.144,12.4968,6.531,0.603
"310","ES",4,2026-02-14,"CBASS","aglo",81,0,0,36,TRUE,NA,"7",NA,1,"5-orange",35,"1_AGLO_4","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,4,"wild",0.643,420,30,41,9.144,12.4968,7.629,1.231
"311","ES",4,2026-02-14,"CBASS","aglo",81,0,0,36,TRUE,NA,"7",NA,1,"7-grey",36,"1_AGLO_4","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,4,"wild",0.572,420,30,41,9.144,12.4968,8.069,0.687
"312","ES",4,2026-02-14,"CBASS","aglo",81,0,0,36,TRUE,NA,"7",NA,1,"6-brown",38,"1_AGLO_4","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,4,"wild",0.336,420,30,41,9.144,12.4968,5.347,0.752
"313","ES",4,2026-02-14,"CBASS","aglo",81,0,0,36,TRUE,NA,"7",NA,1,"3-red",37,"1_AGLO_4","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,4,"wild",0.369,420,30,41,9.144,12.4968,6.452,0.794
"314","ES",4,2026-02-14,"CBASS","aglo",81,0,0,36,TRUE,NA,"7",NA,1,"1-green",39,"1_AGLO_4","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,4,"wild",0.062,420,30,41,9.144,12.4968,6.158,1.473
"315","ES",4,2026-02-14,"CBASS","aglo",48,7,0,33,TRUE,NA,"9",NA,1,"4-yellow",29,"1_AGLO_9","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,9,"wild",0.642,420,30,41,9.144,12.4968,9.02,0.41
"316","ES",4,2026-02-14,"CBASS","aglo",48,7,0,33,TRUE,NA,"9",NA,1,"2-blue",34,"1_AGLO_9","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,9,"wild",0.633,420,30,41,9.144,12.4968,7.864,0.74
"317","ES",4,2026-02-14,"CBASS","aglo",48,7,0,33,TRUE,NA,"9",NA,1,"5-orange",35,"1_AGLO_9","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,9,"wild",0.638,420,30,41,9.144,12.4968,5.774,0.881
"318","ES",4,2026-02-14,"CBASS","aglo",48,7,0,33,TRUE,NA,"9",NA,1,"7-grey",36,"1_AGLO_9","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,9,"wild",0.622,420,30,41,9.144,12.4968,8.983,0.619
"319","ES",4,2026-02-14,"CBASS","aglo",48,7,0,33,TRUE,NA,"9",NA,1,"6-brown",38,"1_AGLO_9","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,9,"wild",0.478,420,30,41,9.144,12.4968,6.189,0.713
"320","ES",4,2026-02-14,"CBASS","aglo",48,7,0,33,TRUE,NA,"9",NA,1,"3-red",37,"1_AGLO_9","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,9,"wild",0.524,420,30,41,9.144,12.4968,7.005,1.061
"321","ES",4,2026-02-14,"CBASS","aglo",48,7,0,33,TRUE,NA,"9",NA,1,"1-green",39,"1_AGLO_9","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,9,"wild",0.074,420,30,41,9.144,12.4968,5.419,0.743
"322","KT",3,2026-02-14,"CBASS","aglo",50,10,0,34,TRUE,NA,"23",NA,1,"4-yellow",29,"1_AGLO_3","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,3,"wild",0.635,420,30,41,9.144,12.4968,7.871,0.606
"323","KT",3,2026-02-14,"CBASS","aglo",50,10,0,34,TRUE,NA,"23",NA,1,"2-blue",34,"1_AGLO_3","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,3,"wild",0.622,420,30,41,9.144,12.4968,7.041,0.441
"324","KT",3,2026-02-14,"CBASS","aglo",50,10,0,34,TRUE,NA,"23",NA,1,"5-orange",35,"1_AGLO_3","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,3,"wild",0.628,420,30,41,9.144,12.4968,7.219,1.02
"325","KT",3,2026-02-14,"CBASS","aglo",50,10,0,34,TRUE,NA,"23",NA,1,"7-grey",36,"1_AGLO_3","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,3,"wild",0.587,420,30,41,9.144,12.4968,7.809,0.966
"326","KT",3,2026-02-14,"CBASS","aglo",50,10,0,34,TRUE,NA,"23",NA,1,"6-brown",38,"1_AGLO_3","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,3,"wild",0.442,420,30,41,9.144,12.4968,5.673,1.3
"327","KT",3,2026-02-14,"CBASS","aglo",50,10,0,34,TRUE,NA,"23",NA,1,"3-red",37,"1_AGLO_3","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,3,"wild",0.44,420,30,41,9.144,12.4968,6.617,0.797
"328","KT",3,2026-02-14,"CBASS","aglo",50,10,0,34,TRUE,NA,"23",NA,1,"1-green",39,"1_AGLO_3","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,3,"wild",0.04,420,30,41,9.144,12.4968,6.553,1.018
"329","KT",3,2026-02-14,"CBASS","aglo",70,0,0,33,TRUE,NA,"24",NA,1,"4-yellow",29,"1_AGLO_7","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,7,"wild",0.61,420,30,41,9.144,12.4968,8.727,0.555
"330","KT",3,2026-02-14,"CBASS","aglo",70,0,0,33,TRUE,NA,"24",NA,1,"2-blue",34,"1_AGLO_7","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,7,"wild",0.621,420,30,41,9.144,12.4968,6.236,0.637
"331","KT",3,2026-02-14,"CBASS","aglo",70,0,0,33,TRUE,NA,"24",NA,1,"5-orange",35,"1_AGLO_7","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,7,"wild",0.562,420,30,41,9.144,12.4968,4.903,0.798
"332","KT",3,2026-02-14,"CBASS","aglo",70,0,0,33,TRUE,NA,"24",NA,1,"7-grey",36,"1_AGLO_7","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,7,"wild",0.521,420,30,41,9.144,12.4968,6.201,0.532
"333","KT",3,2026-02-14,"CBASS","aglo",70,0,0,33,TRUE,NA,"24",NA,1,"6-brown",38,"1_AGLO_7","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,7,"wild",0.408,420,30,41,9.144,12.4968,5.634,1.136
"334","KT",3,2026-02-14,"CBASS","aglo",70,0,0,33,TRUE,NA,"24",NA,1,"3-red",37,"1_AGLO_7","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,7,"wild",0.533,420,30,41,9.144,12.4968,6.53,1.008
"335","KT",3,2026-02-14,"CBASS","aglo",70,0,0,33,TRUE,NA,"24",NA,1,"1-green",39,"1_AGLO_7","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,7,"wild",0.084,420,30,41,9.144,12.4968,5.484,0.788
"336","CSC",1,2026-02-14,"CBASS","aglo",34,10,0,30,TRUE,NA,"36",NA,1,"4-yellow",29,"1_AGLO_6","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,6,"wild",0.658,420,30,41,9.144,12.4968,8.997,0.734
"337","CSC",1,2026-02-14,"CBASS","aglo",34,10,0,30,TRUE,NA,"36",NA,1,"2-blue",34,"1_AGLO_6","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,6,"wild",0.64,420,30,41,9.144,12.4968,8.096,0.54
"338","CSC",1,2026-02-14,"CBASS","aglo",34,10,0,30,TRUE,NA,"36",NA,1,"5-orange",35,"1_AGLO_6","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,6,"wild",0.607,420,30,41,9.144,12.4968,7.775,0.632
"339","CSC",1,2026-02-14,"CBASS","aglo",34,10,0,30,TRUE,NA,"36",NA,1,"7-grey",36,"1_AGLO_6","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,6,"wild",0.64,420,30,41,9.144,12.4968,8.592,0.842
"340","CSC",1,2026-02-14,"CBASS","aglo",34,10,0,30,TRUE,NA,"36",NA,1,"6-brown",38,"1_AGLO_6","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,6,"wild",0.56,420,30,41,9.144,12.4968,5.781,1.257
"341","CSC",1,2026-02-14,"CBASS","aglo",34,10,0,30,TRUE,NA,"36",NA,1,"3-red",37,"1_AGLO_6","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,6,"wild",0.553,420,30,41,9.144,12.4968,5.841,1.184
"342","CSC",1,2026-02-14,"CBASS","aglo",34,10,0,30,TRUE,NA,"36",NA,1,"1-green",39,"1_AGLO_6","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,6,"wild",0.046,420,30,41,9.144,12.4968,4.937,0.819
"343","CSC",1,2026-02-14,"CBASS","aglo",27,0,0,30,TRUE,NA,"37","in spiral",1,"4-yellow",29,"1_AGLO_1","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,1,"wild",0.647,420,30,41,9.144,12.4968,8.53,0.799
"344","CSC",1,2026-02-14,"CBASS","aglo",27,0,0,30,TRUE,NA,"37","in spiral",1,"2-blue",34,"1_AGLO_1","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,1,"wild",0.668,420,30,41,9.144,12.4968,8.395,0.729
"345","CSC",1,2026-02-14,"CBASS","aglo",27,0,0,30,TRUE,NA,"37","in spiral",1,"5-orange",35,"1_AGLO_1","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,1,"wild",0.671,420,30,41,9.144,12.4968,6.665,1.119
"346","CSC",1,2026-02-14,"CBASS","aglo",27,0,0,30,TRUE,NA,"37","in spiral",1,"7-grey",36,"1_AGLO_1","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,1,"wild",0.638,420,30,41,9.144,12.4968,9.417,0.806
"347","CSC",1,2026-02-14,"CBASS","aglo",27,0,0,30,TRUE,NA,"37","in spiral",1,"6-brown",38,"1_AGLO_1","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,1,"wild",0.569,420,30,41,9.144,12.4968,5.096,1.148
"348","CSC",1,2026-02-14,"CBASS","aglo",27,0,0,30,TRUE,NA,"37","in spiral",1,"3-red",37,"1_AGLO_1","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,1,"wild",0.535,420,30,41,9.144,12.4968,5.75,1.538
"349","CSC",1,2026-02-14,"CBASS","aglo",27,0,0,30,TRUE,NA,"37","in spiral",1,"1-green",39,"1_AGLO_1","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,1,"wild",0.089,420,30,41,9.144,12.4968,6.049,1.053
"350","CSC",1,2026-02-14,"CBASS","aglo",28,0,0,32,TRUE,NA,"38","in spiral",1,"4-yellow",29,"1_AGLO_2","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,2,"wild",0.647,420,30,41,9.144,12.4968,8.287,0.771
"351","CSC",1,2026-02-14,"CBASS","aglo",28,0,0,32,TRUE,NA,"38","in spiral",1,"2-blue",34,"1_AGLO_2","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,2,"wild",0.605,420,30,41,9.144,12.4968,7.446,0.718
"352","CSC",1,2026-02-14,"CBASS","aglo",28,0,0,32,TRUE,NA,"38","in spiral",1,"5-orange",35,"1_AGLO_2","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,2,"wild",0.629,420,30,41,9.144,12.4968,5.449,1.093
"353","CSC",1,2026-02-14,"CBASS","aglo",28,0,0,32,TRUE,NA,"38","in spiral",1,"7-grey",36,"1_AGLO_2","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,2,"wild",0.558,420,30,41,9.144,12.4968,6.715,0.911
"354","CSC",1,2026-02-14,"CBASS","aglo",28,0,0,32,TRUE,NA,"38","in spiral",1,"6-brown",38,"1_AGLO_2","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,2,"wild",0.453,420,30,41,9.144,12.4968,6.548,1.192
"355","CSC",1,2026-02-14,"CBASS","aglo",28,0,0,32,TRUE,NA,"38","in spiral",1,"3-red",37,"1_AGLO_2","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,2,"wild",0.467,420,30,41,9.144,12.4968,6.083,1.339
"356","CSC",1,2026-02-14,"CBASS","aglo",28,0,0,32,TRUE,NA,"38","in spiral",1,"1-green",39,"1_AGLO_2","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,2,"wild",0.028,420,30,41,9.144,12.4968,5.858,1.15
"357","CSC",1,2026-02-14,"CBASS","aglo",40,25,0,30,TRUE,NA,"39",NA,1,"4-yellow",29,"1_AGLO_5","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,5,"wild",0.651,420,30,41,9.144,12.4968,8.86,0.811
"358","CSC",1,2026-02-14,"CBASS","aglo",40,25,0,30,TRUE,NA,"39",NA,1,"2-blue",34,"1_AGLO_5","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,5,"wild",0.634,420,30,41,9.144,12.4968,8.653,0.891
"359","CSC",1,2026-02-14,"CBASS","aglo",40,25,0,30,TRUE,NA,"39",NA,1,"5-orange",35,"1_AGLO_5","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,5,"wild",0.633,420,30,41,9.144,12.4968,7.702,0.811
"360","CSC",1,2026-02-14,"CBASS","aglo",40,25,0,30,TRUE,NA,"39",NA,1,"7-grey",36,"1_AGLO_5","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,5,"wild",0.624,420,30,41,9.144,12.4968,9.654,0.969
"361","CSC",1,2026-02-14,"CBASS","aglo",40,25,0,30,TRUE,NA,"39",NA,1,"6-brown",38,"1_AGLO_5","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,5,"wild",0.471,420,30,41,9.144,12.4968,6.482,0.968
"362","CSC",1,2026-02-14,"CBASS","aglo",40,25,0,30,TRUE,NA,"39",NA,1,"3-red",37,"1_AGLO_5","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,5,"wild",0.521,420,30,41,9.144,12.4968,7.254,1.14
"363","CSC",1,2026-02-14,"CBASS","aglo",40,25,0,30,TRUE,NA,"39",NA,1,"1-green",39,"1_AGLO_5","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,5,"wild",0.09,420,30,41,9.144,12.4968,6.575,0.849
"364","BH",2,2026-02-14,"CBASS","ahya",30,0,0,32,TRUE,NA,"5",NA,1,"4-yellow",29,"1_AHYA_1","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,1,"wild",0.651,420,30,41,9.144,12.4968,10.203,0.585
"365","BH",2,2026-02-14,"CBASS","ahya",30,0,0,32,TRUE,NA,"5",NA,1,"2-blue",34,"1_AHYA_1","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,1,"wild",0.659,420,30,41,9.144,12.4968,9.953,0.387
"366","BH",2,2026-02-14,"CBASS","ahya",30,0,0,32,TRUE,NA,"5",NA,1,"5-orange",35,"1_AHYA_1","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,1,"wild",0.626,420,30,41,9.144,12.4968,8.112,1.107
"367","BH",2,2026-02-14,"CBASS","ahya",30,0,0,32,TRUE,NA,"5",NA,1,"7-grey",36,"1_AHYA_1","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,1,"wild",0.597,420,30,41,9.144,12.4968,9.264,1.064
"368","BH",2,2026-02-14,"CBASS","ahya",30,0,0,32,TRUE,NA,"5",NA,1,"6-brown",38,"1_AHYA_1","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,1,"wild",0.569,420,30,41,9.144,12.4968,6.643,0.606
"369","BH",2,2026-02-14,"CBASS","ahya",30,0,0,32,TRUE,NA,"5",NA,1,"3-red",37,"1_AHYA_1","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,1,"wild",0.434,420,30,41,9.144,12.4968,5.46,0.839
"370","BH",2,2026-02-14,"CBASS","ahya",30,0,0,32,TRUE,NA,"5",NA,1,"1-green",39,"1_AHYA_1","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,1,"wild",0.168,420,30,41,9.144,12.4968,7.171,0.809
"371","KT",3,2026-02-14,"CBASS","icra",50,2,0,38,TRUE,NA,"11",NA,1,"4-yellow",29,"1_ICRA_5","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,5,"wild",0.637,420,30,41,9.144,12.4968,8.124,1.405
"372","KT",3,2026-02-14,"CBASS","icra",50,2,0,38,TRUE,NA,"11",NA,1,"2-blue",34,"1_ICRA_5","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,5,"wild",0.627,420,30,41,9.144,12.4968,8.328,0.712
"373","KT",3,2026-02-14,"CBASS","icra",50,2,0,38,TRUE,NA,"11",NA,1,"5-orange",35,"1_ICRA_5","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,5,"wild",0.646,420,30,41,9.144,12.4968,7.251,0.946
"374","KT",3,2026-02-14,"CBASS","icra",50,2,0,38,TRUE,NA,"11",NA,1,"7-grey",36,"1_ICRA_5","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,5,"wild",0.605,420,30,41,9.144,12.4968,8.217,0.702
"375","KT",3,2026-02-14,"CBASS","icra",50,2,0,38,TRUE,NA,"11",NA,1,"6-brown",38,"1_ICRA_5","ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,5,"wild",0.544,420,30,41,9.144,12.4968,7.112,0.819
