Project,Country,Date,Site_number,SITE,Latitude,Longitude,Species,Genotype,Condition,Tank_color,Temperature,Pam_value,Timepoint,SampleID_clean,MINIMUM_DEPTH_FEET,MAXIMUM_DEPTH_FEET,MINIMUM_DEPTH_METERS,MAXIMUM_DEPTH_METERS,Bag_number
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,1,wild,2-blue,39,0.008,420,4_AGLO_1,37,40,11.2776,12.192,25
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,2,wild,2-blue,39,0.093,420,4_AGLO_2,37,40,11.2776,12.192,27
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,3,wild,2-blue,39,0.042,420,4_AGLO_3,37,40,11.2776,12.192,22
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,4,wild,2-blue,39,0.073,420,4_AGLO_4,37,40,11.2776,12.192,26
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,5,wild,2-blue,39,0.157,420,4_AGLO_5,37,40,11.2776,12.192,34
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,6,wild,2-blue,39,0.038,420,4_AGLO_6,37,40,11.2776,12.192,24
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,7,wild,2-blue,39,0.094,420,4_AGLO_7,37,40,11.2776,12.192,21
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,8,wild,2-blue,39,0.044,420,4_AGLO_8,37,40,11.2776,12.192,35
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,1,wild,2-blue,39,0.191,420,4_ICRA_1,37,40,11.2776,12.192,64
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,2,wild,2-blue,39,0.132,420,4_ICRA_2,37,40,11.2776,12.192,41
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,3,wild,2-blue,39,0.108,420,4_ICRA_3,37,40,11.2776,12.192,42
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,4,wild,2-blue,39,0.136,420,4_ICRA_4,37,40,11.2776,12.192,61
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,5,wild,2-blue,39,0.222,420,4_ICRA_5,37,40,11.2776,12.192,62
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,6,wild,2-blue,39,0.051,420,4_ICRA_6,37,40,11.2776,12.192,43
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,7,wild,2-blue,39,0.145,420,4_ICRA_7,37,40,11.2776,12.192,63
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,8,wild,2-blue,39,0.168,420,4_ICRA_8,37,40,11.2776,12.192,44
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AHYA,1,wild,3-red,35,0.608,420,4_AHYA_1,37,40,11.2776,12.192,16
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AHYA,2,wild,3-red,35,0.591,420,4_AHYA_2,37,40,11.2776,12.192,10
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AABR,1,wild,3-red,35,0.6,420,4_AABR_1,37,40,11.2776,12.192,6
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AABR,2,wild,3-red,35,0.628,420,4_AABR_2,37,40,11.2776,12.192,7
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,1,wild,3-red,35,0.564,420,4_AGLO_1,37,40,11.2776,12.192,25
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,2,wild,3-red,35,0.611,420,4_AGLO_2,37,40,11.2776,12.192,27
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,3,wild,3-red,35,0.597,420,4_AGLO_3,37,40,11.2776,12.192,22
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,4,wild,3-red,35,0.631,420,4_AGLO_4,37,40,11.2776,12.192,26
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,5,wild,3-red,35,0.569,420,4_AGLO_5,37,40,11.2776,12.192,34
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,6,wild,3-red,35,0.594,420,4_AGLO_6,37,40,11.2776,12.192,24
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,7,wild,3-red,35,0.551,420,4_AGLO_7,37,40,11.2776,12.192,21
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,8,wild,3-red,35,0.626,420,4_AGLO_8,37,40,11.2776,12.192,35
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,1,wild,3-red,35,0.558,420,4_ICRA_1,37,40,11.2776,12.192,64
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,2,wild,3-red,35,0.578,420,4_ICRA_2,37,40,11.2776,12.192,41
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,3,wild,3-red,35,0.531,420,4_ICRA_3,37,40,11.2776,12.192,42
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,4,wild,3-red,35,0.583,420,4_ICRA_4,37,40,11.2776,12.192,61
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,5,wild,3-red,35,0.6,420,4_ICRA_5,37,40,11.2776,12.192,62
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,6,wild,3-red,35,0.616,420,4_ICRA_6,37,40,11.2776,12.192,43
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,7,wild,3-red,35,0.573,420,4_ICRA_7,37,40,11.2776,12.192,63
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,8,wild,3-red,35,0.604,420,4_ICRA_8,37,40,11.2776,12.192,44
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AHYA,1,wild,4-yellow,37,0.606,420,4_AHYA_1,37,40,11.2776,12.192,16
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AHYA,2,wild,4-yellow,37,0.591,420,4_AHYA_2,37,40,11.2776,12.192,10
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AABR,1,wild,4-yellow,37,0.536,420,4_AABR_1,37,40,11.2776,12.192,6
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AABR,2,wild,4-yellow,37,0.356,420,4_AABR_2,37,40,11.2776,12.192,7
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,1,wild,4-yellow,37,0.597,420,4_AGLO_1,37,40,11.2776,12.192,25
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,2,wild,4-yellow,37,0.51,420,4_AGLO_2,37,40,11.2776,12.192,27
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,3,wild,4-yellow,37,0.499,420,4_AGLO_3,37,40,11.2776,12.192,22
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,4,wild,4-yellow,37,0.476,420,4_AGLO_4,37,40,11.2776,12.192,26
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,5,wild,4-yellow,37,0.542,420,4_AGLO_5,37,40,11.2776,12.192,34
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,6,wild,4-yellow,37,0.459,420,4_AGLO_6,37,40,11.2776,12.192,24
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,7,wild,4-yellow,37,0.458,420,4_AGLO_7,37,40,11.2776,12.192,21
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,8,wild,4-yellow,37,0.534,420,4_AGLO_8,37,40,11.2776,12.192,35
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,1,wild,4-yellow,37,0.509,420,4_ICRA_1,37,40,11.2776,12.192,64
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,2,wild,4-yellow,37,0.54,420,4_ICRA_2,37,40,11.2776,12.192,41
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,3,wild,4-yellow,37,0.522,420,4_ICRA_3,37,40,11.2776,12.192,42
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,4,wild,4-yellow,37,0.508,420,4_ICRA_4,37,40,11.2776,12.192,61
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,5,wild,4-yellow,37,0.563,420,4_ICRA_5,37,40,11.2776,12.192,62
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,6,wild,4-yellow,37,0.57,420,4_ICRA_6,37,40,11.2776,12.192,43
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,7,wild,4-yellow,37,0.516,420,4_ICRA_7,37,40,11.2776,12.192,63
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,8,wild,4-yellow,37,0.578,420,4_ICRA_8,37,40,11.2776,12.192,44
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AHYA,1,wild,5-orange,37.5,0.412,420,4_AHYA_1,37,40,11.2776,12.192,16
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AHYA,2,wild,5-orange,37.5,0.441,420,4_AHYA_2,37,40,11.2776,12.192,10
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AABR,1,wild,5-orange,37.5,0.385,420,4_AABR_1,37,40,11.2776,12.192,6
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AABR,2,wild,5-orange,37.5,0.457,420,4_AABR_2,37,40,11.2776,12.192,7
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,1,wild,5-orange,37.5,0.363,420,4_AGLO_1,37,40,11.2776,12.192,25
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,2,wild,5-orange,37.5,0.433,420,4_AGLO_2,37,40,11.2776,12.192,27
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,3,wild,5-orange,37.5,0.433,420,4_AGLO_3,37,40,11.2776,12.192,22
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,4,wild,5-orange,37.5,0.369,420,4_AGLO_4,37,40,11.2776,12.192,26
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,5,wild,5-orange,37.5,0.446,420,4_AGLO_5,37,40,11.2776,12.192,34
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,6,wild,5-orange,37.5,0.479,420,4_AGLO_6,37,40,11.2776,12.192,24
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,7,wild,5-orange,37.5,0.352,420,4_AGLO_7,37,40,11.2776,12.192,21
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,8,wild,5-orange,37.5,0.399,420,4_AGLO_8,37,40,11.2776,12.192,35
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,1,wild,5-orange,37.5,0.44,420,4_ICRA_1,37,40,11.2776,12.192,64
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,2,wild,5-orange,37.5,0.401,420,4_ICRA_2,37,40,11.2776,12.192,41
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,3,wild,5-orange,37.5,0.462,420,4_ICRA_3,37,40,11.2776,12.192,42
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,4,wild,5-orange,37.5,0.442,420,4_ICRA_4,37,40,11.2776,12.192,61
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,5,wild,5-orange,37.5,0.448,420,4_ICRA_5,37,40,11.2776,12.192,62
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,6,wild,5-orange,37.5,0.474,420,4_ICRA_6,37,40,11.2776,12.192,43
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,7,wild,5-orange,37.5,0.473,420,4_ICRA_7,37,40,11.2776,12.192,63
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,8,wild,5-orange,37.5,0.524,420,4_ICRA_8,37,40,11.2776,12.192,44
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AHYA,1,wild,6-brown,36,0.631,420,4_AHYA_1,37,40,11.2776,12.192,16
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AHYA,2,wild,6-brown,36,0.612,420,4_AHYA_2,37,40,11.2776,12.192,10
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AABR,1,wild,6-brown,36,0.594,420,4_AABR_1,37,40,11.2776,12.192,6
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AABR,2,wild,6-brown,36,0.538,420,4_AABR_2,37,40,11.2776,12.192,7
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,1,wild,6-brown,36,0.565,420,4_AGLO_1,37,40,11.2776,12.192,25
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,2,wild,6-brown,36,0.558,420,4_AGLO_2,37,40,11.2776,12.192,27
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,3,wild,6-brown,36,0.575,420,4_AGLO_3,37,40,11.2776,12.192,22
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,4,wild,6-brown,36,0.603,420,4_AGLO_4,37,40,11.2776,12.192,26
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,5,wild,6-brown,36,0.608,420,4_AGLO_5,37,40,11.2776,12.192,34
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,6,wild,6-brown,36,0.576,420,4_AGLO_6,37,40,11.2776,12.192,24
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,7,wild,6-brown,36,0.559,420,4_AGLO_7,37,40,11.2776,12.192,21
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,8,wild,6-brown,36,0.635,420,4_AGLO_8,37,40,11.2776,12.192,35
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,1,wild,6-brown,36,0.554,420,4_ICRA_1,37,40,11.2776,12.192,64
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,2,wild,6-brown,36,0.571,420,4_ICRA_2,37,40,11.2776,12.192,41
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,3,wild,6-brown,36,0.558,420,4_ICRA_3,37,40,11.2776,12.192,42
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,4,wild,6-brown,36,0.552,420,4_ICRA_4,37,40,11.2776,12.192,61
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,5,wild,6-brown,36,0.587,420,4_ICRA_5,37,40,11.2776,12.192,62
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,6,wild,6-brown,36,0.577,420,4_ICRA_6,37,40,11.2776,12.192,43
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,7,wild,6-brown,36,0.584,420,4_ICRA_7,37,40,11.2776,12.192,63
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,8,wild,6-brown,36,0.583,420,4_ICRA_8,37,40,11.2776,12.192,44
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AHYA,1,wild,7-grey,38,0.385,420,4_AHYA_1,37,40,11.2776,12.192,16
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AHYA,2,wild,7-grey,38,0.53,420,4_AHYA_2,37,40,11.2776,12.192,10
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AABR,1,wild,7-grey,38,0.401,420,4_AABR_1,37,40,11.2776,12.192,6
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AABR,2,wild,7-grey,38,0.42,420,4_AABR_2,37,40,11.2776,12.192,7
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,1,wild,7-grey,38,0.338,420,4_AGLO_1,37,40,11.2776,12.192,25
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,2,wild,7-grey,38,0.474,420,4_AGLO_2,37,40,11.2776,12.192,27
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,3,wild,7-grey,38,0.515,420,4_AGLO_3,37,40,11.2776,12.192,22
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,4,wild,7-grey,38,0.545,420,4_AGLO_4,37,40,11.2776,12.192,26
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,5,wild,7-grey,38,0.502,420,4_AGLO_5,37,40,11.2776,12.192,34
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,6,wild,7-grey,38,0.552,420,4_AGLO_6,37,40,11.2776,12.192,24
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,7,wild,7-grey,38,0.401,420,4_AGLO_7,37,40,11.2776,12.192,21
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,8,wild,7-grey,38,0.531,420,4_AGLO_8,37,40,11.2776,12.192,35
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,1,wild,7-grey,38,0.447,420,4_ICRA_1,37,40,11.2776,12.192,64
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,2,wild,7-grey,38,0.444,420,4_ICRA_2,37,40,11.2776,12.192,41
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,3,wild,7-grey,38,0.482,420,4_ICRA_3,37,40,11.2776,12.192,42
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,4,wild,7-grey,38,0.448,420,4_ICRA_4,37,40,11.2776,12.192,61
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,5,wild,7-grey,38,0.488,420,4_ICRA_5,37,40,11.2776,12.192,62
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,6,wild,7-grey,38,0.484,420,4_ICRA_6,37,40,11.2776,12.192,43
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,7,wild,7-grey,38,0.508,420,4_ICRA_7,37,40,11.2776,12.192,63
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,8,wild,7-grey,38,0.543,420,4_ICRA_8,37,40,11.2776,12.192,44
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AHYA,1,wild,8-purple,29,0.626,420,4_AHYA_1,37,40,11.2776,12.192,16
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AHYA,2,wild,8-purple,29,0.589,420,4_AHYA_2,37,40,11.2776,12.192,10
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AABR,1,wild,8-purple,29,0.626,420,4_AABR_1,37,40,11.2776,12.192,6
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AABR,2,wild,8-purple,29,0.605,420,4_AABR_2,37,40,11.2776,12.192,7
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,1,wild,8-purple,29,0.644,420,4_AGLO_1,37,40,11.2776,12.192,25
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,2,wild,8-purple,29,0.621,420,4_AGLO_2,37,40,11.2776,12.192,27
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,3,wild,8-purple,29,0.637,420,4_AGLO_3,37,40,11.2776,12.192,22
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,4,wild,8-purple,29,0.637,420,4_AGLO_4,37,40,11.2776,12.192,26
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,5,wild,8-purple,29,0.647,420,4_AGLO_5,37,40,11.2776,12.192,34
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,6,wild,8-purple,29,0.638,420,4_AGLO_6,37,40,11.2776,12.192,24
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,7,wild,8-purple,29,0.649,420,4_AGLO_7,37,40,11.2776,12.192,21
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,8,wild,8-purple,29,0.637,420,4_AGLO_8,37,40,11.2776,12.192,35
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,1,wild,8-purple,29,0.627,420,4_ICRA_1,37,40,11.2776,12.192,64
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,2,wild,8-purple,29,0.609,420,4_ICRA_2,37,40,11.2776,12.192,41
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,3,wild,8-purple,29,0.598,420,4_ICRA_3,37,40,11.2776,12.192,42
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,4,wild,8-purple,29,0.6,420,4_ICRA_4,37,40,11.2776,12.192,61
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,5,wild,8-purple,29,0.602,420,4_ICRA_5,37,40,11.2776,12.192,62
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,6,wild,8-purple,29,0.633,420,4_ICRA_6,37,40,11.2776,12.192,43
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,7,wild,8-purple,29,0.607,420,4_ICRA_7,37,40,11.2776,12.192,63
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,8,wild,8-purple,29,0.608,420,4_ICRA_8,37,40,11.2776,12.192,44
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,AHYA,1,wild,1-green,37.5,0.343,420,5_AHYA_1,31,39,9.4488,11.8872,26
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,AHYA,2,wild,1-green,37.5,0.435,420,5_AHYA_2,31,39,9.4488,11.8872,35
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,AABR,1,wild,1-green,37.5,0.356,420,5_AABR_1,31,39,9.4488,11.8872,34
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,AABR,2,wild,1-green,37.5,0.42,420,5_AABR_2,31,39,9.4488,11.8872,33
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,1,wild,1-green,37.5,0.46,420,5_ICRA_1,31,39,9.4488,11.8872,23
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,2,wild,1-green,37.5,0.362,420,5_ICRA_2,31,39,9.4488,11.8872,16
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,3,wild,1-green,37.5,0.474,420,5_ICRA_3,31,39,9.4488,11.8872,24
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,4,wild,1-green,37.5,0.473,420,5_ICRA_4,31,39,9.4488,11.8872,22
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,5,wild,1-green,37.5,0.359,420,5_ICRA_5,31,39,9.4488,11.8872,18
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,6,wild,1-green,37.5,0.383,420,5_ICRA_6,31,39,9.4488,11.8872,19
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,7,wild,1-green,37.5,0.393,420,5_ICRA_7,31,39,9.4488,11.8872,21
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,8,wild,1-green,37.5,0.484,420,5_ICRA_8,31,39,9.4488,11.8872,38
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,9,wild,1-green,37.5,0.424,420,5_ICRA_9,31,39,9.4488,11.8872,41
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,10,wild,1-green,37.5,0.435,420,5_ICRA_10,31,39,9.4488,11.8872,44
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,11,wild,1-green,37.5,0.399,420,5_ICRA_11,31,39,9.4488,11.8872,17
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,12,wild,1-green,37.5,0.49,420,5_ICRA_12,31,39,9.4488,11.8872,36
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,13,wild,1-green,37.5,0.533,420,5_ICRA_13,31,39,9.4488,11.8872,37
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,14,wild,1-green,37.5,0.516,420,5_ICRA_14,31,39,9.4488,11.8872,42
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,15,wild,1-green,37.5,0.487,420,5_ICRA_15,31,39,9.4488,11.8872,43
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,16,wild,1-green,37.5,0.541,420,5_ICRA_16,31,39,9.4488,11.8872,39
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,AHYA,1,wild,2-blue,38,0.274,420,5_AHYA_1,31,39,9.4488,11.8872,26
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,AHYA,2,wild,2-blue,38,0.295,420,5_AHYA_2,31,39,9.4488,11.8872,35
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,AABR,1,wild,2-blue,38,0.145,420,5_AABR_1,31,39,9.4488,11.8872,34
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,AABR,2,wild,2-blue,38,0.05,420,5_AABR_2,31,39,9.4488,11.8872,33
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,1,wild,2-blue,38,0.353,420,5_ICRA_1,31,39,9.4488,11.8872,23
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,2,wild,2-blue,38,0.236,420,5_ICRA_2,31,39,9.4488,11.8872,16
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,3,wild,2-blue,38,0.385,420,5_ICRA_3,31,39,9.4488,11.8872,24
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,4,wild,2-blue,38,0.291,420,5_ICRA_4,31,39,9.4488,11.8872,22
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,5,wild,2-blue,38,0.312,420,5_ICRA_5,31,39,9.4488,11.8872,18
ESA,TUT,20260223,5,ESA_TUT_5,-14.3381,-170.79341,ICRA,6,wild,2-blue,38,0.256,420,5_ICRA_6,31,39,9.4488,11.8872,19
