Project,Country,Date,Site_number,SITE,Latitude,Longitude,Species,Genotype,Condition,Tank_color,Temperature,Pam_value,Timepoint,SampleID_clean,MINIMUM_DEPTH_FEET,MAXIMUM_DEPTH_FEET,MINIMUM_DEPTH_METERS,MAXIMUM_DEPTH_METERS,Bag_number
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AABR,1,wild,1-green,35,0.611,420,3_AABR_1,31,40,9.4488,12.192,26
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AABR,2,wild,1-green,35,0.59,420,3_AABR_2,31,40,9.4488,12.192,27
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,1,wild,2-blue,38,0.283,420,3_AGLO_1,31,40,9.4488,12.192,15
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,2,wild,2-blue,38,0.292,420,3_AGLO_2,31,40,9.4488,12.192,14
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,3,wild,2-blue,38,0.353,420,3_AGLO_3,31,40,9.4488,12.192,38
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,4,wild,2-blue,38,0.358,420,3_AGLO_4,31,40,9.4488,12.192,40
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,5,wild,2-blue,38,0.434,420,3_AGLO_5,31,40,9.4488,12.192,36
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,6,wild,2-blue,38,0.201,420,3_AGLO_6,31,40,9.4488,12.192,16
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,7,wild,2-blue,38,0.333,420,3_AGLO_7,31,40,9.4488,12.192,12
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,8,wild,2-blue,38,0.264,420,3_AGLO_8,31,40,9.4488,12.192,39
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,1,wild,2-blue,38,0.314,420,3_ICRA_1,31,40,9.4488,12.192,33
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,2,wild,2-blue,38,0.267,420,3_ICRA_2,31,40,9.4488,12.192,61
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,3,wild,2-blue,38,0.322,420,3_ICRA_3,31,40,9.4488,12.192,35
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,4,wild,2-blue,38,0.383,420,3_ICRA_4,31,40,9.4488,12.192,34
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,5,wild,2-blue,38,0.355,420,3_ICRA_5,31,40,9.4488,12.192,63
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,6,wild,2-blue,38,0.34,420,3_ICRA_6,31,40,9.4488,12.192,64
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,7,wild,2-blue,38,0.278,420,3_ICRA_7,31,40,9.4488,12.192,62
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,8,wild,2-blue,38,0.38,420,3_ICRA_8,31,40,9.4488,12.192,66
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AHYA,1,wild,2-blue,38,0.41,420,3_AHYA_1,31,40,9.4488,12.192,32
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AHYA,2,wild,2-blue,38,0.329,420,3_AHYA_2,31,40,9.4488,12.192,29
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AABR,1,wild,2-blue,38,0.256,420,3_AABR_1,31,40,9.4488,12.192,26
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AABR,2,wild,2-blue,38,0.178,420,3_AABR_2,31,40,9.4488,12.192,27
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,1,wild,3-red,37,0.559,420,3_AGLO_1,31,40,9.4488,12.192,15
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,2,wild,3-red,37,0.55,420,3_AGLO_2,31,40,9.4488,12.192,14
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,3,wild,3-red,37,0.486,420,3_AGLO_3,31,40,9.4488,12.192,38
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,4,wild,3-red,37,0.541,420,3_AGLO_4,31,40,9.4488,12.192,40
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,5,wild,3-red,37,0.493,420,3_AGLO_5,31,40,9.4488,12.192,36
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,6,wild,3-red,37,0.339,420,3_AGLO_6,31,40,9.4488,12.192,16
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,7,wild,3-red,37,0.55,420,3_AGLO_7,31,40,9.4488,12.192,12
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,8,wild,3-red,37,0.353,420,3_AGLO_8,31,40,9.4488,12.192,39
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,1,wild,3-red,37,0.497,420,3_ICRA_1,31,40,9.4488,12.192,33
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,2,wild,3-red,37,0.426,420,3_ICRA_2,31,40,9.4488,12.192,61
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,3,wild,3-red,37,0.435,420,3_ICRA_3,31,40,9.4488,12.192,35
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,4,wild,3-red,37,0.509,420,3_ICRA_4,31,40,9.4488,12.192,34
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,5,wild,3-red,37,0.518,420,3_ICRA_5,31,40,9.4488,12.192,63
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,6,wild,3-red,37,0.485,420,3_ICRA_6,31,40,9.4488,12.192,64
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,7,wild,3-red,37,0.427,420,3_ICRA_7,31,40,9.4488,12.192,62
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,8,wild,3-red,37,0.501,420,3_ICRA_8,31,40,9.4488,12.192,66
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AHYA,1,wild,3-red,37,0.572,420,3_AHYA_1,31,40,9.4488,12.192,32
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AHYA,2,wild,3-red,37,0.477,420,3_AHYA_2,31,40,9.4488,12.192,29
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AABR,1,wild,3-red,37,0.449,420,3_AABR_1,31,40,9.4488,12.192,26
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AABR,2,wild,3-red,37,0.362,420,3_AABR_2,31,40,9.4488,12.192,27
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,1,wild,4-yellow,37.5,0.412,420,3_AGLO_1,31,40,9.4488,12.192,15
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,2,wild,4-yellow,37.5,0.537,420,3_AGLO_2,31,40,9.4488,12.192,14
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,3,wild,4-yellow,37.5,0.466,420,3_AGLO_3,31,40,9.4488,12.192,38
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,4,wild,4-yellow,37.5,0.361,420,3_AGLO_4,31,40,9.4488,12.192,40
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,5,wild,4-yellow,37.5,0.393,420,3_AGLO_5,31,40,9.4488,12.192,36
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,6,wild,4-yellow,37.5,0.227,420,3_AGLO_6,31,40,9.4488,12.192,16
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,7,wild,4-yellow,37.5,0.278,420,3_AGLO_7,31,40,9.4488,12.192,12
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,8,wild,4-yellow,37.5,0.588,420,3_AGLO_8,31,40,9.4488,12.192,39
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,1,wild,4-yellow,37.5,0.397,420,3_ICRA_1,31,40,9.4488,12.192,33
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,2,wild,4-yellow,37.5,0.368,420,3_ICRA_2,31,40,9.4488,12.192,61
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,3,wild,4-yellow,37.5,0.44,420,3_ICRA_3,31,40,9.4488,12.192,35
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,4,wild,4-yellow,37.5,0.494,420,3_ICRA_4,31,40,9.4488,12.192,34
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,5,wild,4-yellow,37.5,0.461,420,3_ICRA_5,31,40,9.4488,12.192,63
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,6,wild,4-yellow,37.5,0.438,420,3_ICRA_6,31,40,9.4488,12.192,64
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,7,wild,4-yellow,37.5,0.43,420,3_ICRA_7,31,40,9.4488,12.192,62
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,8,wild,4-yellow,37.5,0.448,420,3_ICRA_8,31,40,9.4488,12.192,66
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AHYA,1,wild,4-yellow,37.5,0.452,420,3_AHYA_1,31,40,9.4488,12.192,32
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AHYA,2,wild,4-yellow,37.5,0.456,420,3_AHYA_2,31,40,9.4488,12.192,29
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AABR,1,wild,4-yellow,37.5,0.39,420,3_AABR_1,31,40,9.4488,12.192,26
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AABR,2,wild,4-yellow,37.5,0.343,420,3_AABR_2,31,40,9.4488,12.192,27
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,1,wild,5-orange,38.5,0.158,420,3_AGLO_1,31,40,9.4488,12.192,15
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,2,wild,5-orange,38.5,0.133,420,3_AGLO_2,31,40,9.4488,12.192,14
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,3,wild,5-orange,38.5,0.067,420,3_AGLO_3,31,40,9.4488,12.192,38
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,4,wild,5-orange,38.5,0.061,420,3_AGLO_4,31,40,9.4488,12.192,40
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,5,wild,5-orange,38.5,0.192,420,3_AGLO_5,31,40,9.4488,12.192,36
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,6,wild,5-orange,38.5,0.019,420,3_AGLO_6,31,40,9.4488,12.192,16
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,7,wild,5-orange,38.5,0.089,420,3_AGLO_7,31,40,9.4488,12.192,12
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,8,wild,5-orange,38.5,0.109,420,3_AGLO_8,31,40,9.4488,12.192,39
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,1,wild,5-orange,38.5,0.212,420,3_ICRA_1,31,40,9.4488,12.192,33
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,2,wild,5-orange,38.5,0.141,420,3_ICRA_2,31,40,9.4488,12.192,61
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,3,wild,5-orange,38.5,0.132,420,3_ICRA_3,31,40,9.4488,12.192,35
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,4,wild,5-orange,38.5,0.262,420,3_ICRA_4,31,40,9.4488,12.192,34
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,5,wild,5-orange,38.5,0.206,420,3_ICRA_5,31,40,9.4488,12.192,63
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,6,wild,5-orange,38.5,0.151,420,3_ICRA_6,31,40,9.4488,12.192,64
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,7,wild,5-orange,38.5,0.161,420,3_ICRA_7,31,40,9.4488,12.192,62
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,8,wild,5-orange,38.5,0.201,420,3_ICRA_8,31,40,9.4488,12.192,66
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AHYA,1,wild,5-orange,38.5,0.08,420,3_AHYA_1,31,40,9.4488,12.192,32
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AHYA,2,wild,5-orange,38.5,0.099,420,3_AHYA_2,31,40,9.4488,12.192,29
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AABR,1,wild,5-orange,38.5,0.08,420,3_AABR_1,31,40,9.4488,12.192,26
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AABR,2,wild,5-orange,38.5,0.051,420,3_AABR_2,31,40,9.4488,12.192,27
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,1,wild,6-brown,39,0.075,420,3_AGLO_1,31,40,9.4488,12.192,15
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,2,wild,6-brown,39,0.13,420,3_AGLO_2,31,40,9.4488,12.192,14
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,3,wild,6-brown,39,0.125,420,3_AGLO_3,31,40,9.4488,12.192,38
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,4,wild,6-brown,39,0.147,420,3_AGLO_4,31,40,9.4488,12.192,40
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,5,wild,6-brown,39,0.182,420,3_AGLO_5,31,40,9.4488,12.192,36
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,6,wild,6-brown,39,0.107,420,3_AGLO_6,31,40,9.4488,12.192,16
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,7,wild,6-brown,39,0.075,420,3_AGLO_7,31,40,9.4488,12.192,12
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,8,wild,6-brown,39,0.162,420,3_AGLO_8,31,40,9.4488,12.192,39
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,1,wild,6-brown,39,0.186,420,3_ICRA_1,31,40,9.4488,12.192,33
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,2,wild,6-brown,39,0.146,420,3_ICRA_2,31,40,9.4488,12.192,61
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,3,wild,6-brown,39,0.095,420,3_ICRA_3,31,40,9.4488,12.192,35
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,4,wild,6-brown,39,0.203,420,3_ICRA_4,31,40,9.4488,12.192,34
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,5,wild,6-brown,39,0.15,420,3_ICRA_5,31,40,9.4488,12.192,63
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,6,wild,6-brown,39,0.033,420,3_ICRA_6,31,40,9.4488,12.192,64
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,7,wild,6-brown,39,0.102,420,3_ICRA_7,31,40,9.4488,12.192,62
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,8,wild,6-brown,39,0.218,420,3_ICRA_8,31,40,9.4488,12.192,66
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AHYA,1,wild,6-brown,39,0.144,420,3_AHYA_1,31,40,9.4488,12.192,32
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AHYA,2,wild,6-brown,39,0.139,420,3_AHYA_2,31,40,9.4488,12.192,29
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AABR,1,wild,6-brown,39,0.089,420,3_AABR_1,31,40,9.4488,12.192,26
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AABR,2,wild,6-brown,39,0.074,420,3_AABR_2,31,40,9.4488,12.192,27
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,1,wild,7-grey,29,0.659,420,3_AGLO_1,31,40,9.4488,12.192,15
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,2,wild,7-grey,29,0.69,420,3_AGLO_2,31,40,9.4488,12.192,14
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,3,wild,7-grey,29,0.657,420,3_AGLO_3,31,40,9.4488,12.192,38
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,4,wild,7-grey,29,0.642,420,3_AGLO_4,31,40,9.4488,12.192,40
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,5,wild,7-grey,29,0.647,420,3_AGLO_5,31,40,9.4488,12.192,36
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,6,wild,7-grey,29,0.663,420,3_AGLO_6,31,40,9.4488,12.192,16
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,7,wild,7-grey,29,0.653,420,3_AGLO_7,31,40,9.4488,12.192,12
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,8,wild,7-grey,29,0.659,420,3_AGLO_8,31,40,9.4488,12.192,39
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,1,wild,7-grey,29,0.612,420,3_ICRA_1,31,40,9.4488,12.192,33
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,2,wild,7-grey,29,0.607,420,3_ICRA_2,31,40,9.4488,12.192,61
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,3,wild,7-grey,29,0.615,420,3_ICRA_3,31,40,9.4488,12.192,35
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,4,wild,7-grey,29,0.611,420,3_ICRA_4,31,40,9.4488,12.192,34
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,5,wild,7-grey,29,0.622,420,3_ICRA_5,31,40,9.4488,12.192,63
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,6,wild,7-grey,29,0.627,420,3_ICRA_6,31,40,9.4488,12.192,64
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,7,wild,7-grey,29,0.62,420,3_ICRA_7,31,40,9.4488,12.192,62
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,8,wild,7-grey,29,0.619,420,3_ICRA_8,31,40,9.4488,12.192,66
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AHYA,1,wild,7-grey,29,0.644,420,3_AHYA_1,31,40,9.4488,12.192,32
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AHYA,2,wild,7-grey,29,0.649,420,3_AHYA_2,31,40,9.4488,12.192,29
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AABR,1,wild,7-grey,29,0.656,420,3_AABR_1,31,40,9.4488,12.192,26
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AABR,2,wild,7-grey,29,0.644,420,3_AABR_2,31,40,9.4488,12.192,27
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,1,wild,8-purple,36,0.619,420,3_AGLO_1,31,40,9.4488,12.192,15
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,2,wild,8-purple,36,0.604,420,3_AGLO_2,31,40,9.4488,12.192,14
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,3,wild,8-purple,36,0.592,420,3_AGLO_3,31,40,9.4488,12.192,38
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,4,wild,8-purple,36,0.595,420,3_AGLO_4,31,40,9.4488,12.192,40
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,5,wild,8-purple,36,0.587,420,3_AGLO_5,31,40,9.4488,12.192,36
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,6,wild,8-purple,36,0.538,420,3_AGLO_6,31,40,9.4488,12.192,16
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,7,wild,8-purple,36,0.597,420,3_AGLO_7,31,40,9.4488,12.192,12
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AGLO,8,wild,8-purple,36,0.62,420,3_AGLO_8,31,40,9.4488,12.192,39
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,1,wild,8-purple,36,0.535,420,3_ICRA_1,31,40,9.4488,12.192,33
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,2,wild,8-purple,36,0.524,420,3_ICRA_2,31,40,9.4488,12.192,61
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,3,wild,8-purple,36,0.558,420,3_ICRA_3,31,40,9.4488,12.192,35
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,4,wild,8-purple,36,0.579,420,3_ICRA_4,31,40,9.4488,12.192,34
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,5,wild,8-purple,36,0.558,420,3_ICRA_5,31,40,9.4488,12.192,63
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,6,wild,8-purple,36,0.536,420,3_ICRA_6,31,40,9.4488,12.192,64
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,7,wild,8-purple,36,0.541,420,3_ICRA_7,31,40,9.4488,12.192,62
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,ICRA,8,wild,8-purple,36,0.577,420,3_ICRA_8,31,40,9.4488,12.192,66
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AHYA,1,wild,8-purple,36,0.644,420,3_AHYA_1,31,40,9.4488,12.192,32
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AHYA,2,wild,8-purple,36,0.647,420,3_AHYA_2,31,40,9.4488,12.192,29
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AABR,1,wild,8-purple,36,0.573,420,3_AABR_1,31,40,9.4488,12.192,26
ESA,TUT,20260219,3,ESA_TUT_3,-14.3292,-170.83196,AABR,2,wild,8-purple,36,0.587,420,3_AABR_2,31,40,9.4488,12.192,27
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AHYA,1,wild,1-green,38.5,0.359,420,4_AHYA_1,37,40,11.2776,12.192,16
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AHYA,2,wild,1-green,38.5,0.326,420,4_AHYA_2,37,40,11.2776,12.192,10
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AABR,1,wild,1-green,38.5,0.249,420,4_AABR_1,37,40,11.2776,12.192,6
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AABR,2,wild,1-green,38.5,0.239,420,4_AABR_2,37,40,11.2776,12.192,7
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,1,wild,1-green,38.5,0.067,420,4_AGLO_1,37,40,11.2776,12.192,25
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,2,wild,1-green,38.5,0.355,420,4_AGLO_2,37,40,11.2776,12.192,27
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,3,wild,1-green,38.5,0.248,420,4_AGLO_3,37,40,11.2776,12.192,22
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,4,wild,1-green,38.5,0.343,420,4_AGLO_4,37,40,11.2776,12.192,26
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,5,wild,1-green,38.5,0.158,420,4_AGLO_5,37,40,11.2776,12.192,34
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,6,wild,1-green,38.5,0.163,420,4_AGLO_6,37,40,11.2776,12.192,24
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,7,wild,1-green,38.5,0.428,420,4_AGLO_7,37,40,11.2776,12.192,21
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AGLO,8,wild,1-green,38.5,0.275,420,4_AGLO_8,37,40,11.2776,12.192,35
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,1,wild,1-green,38.5,0.222,420,4_ICRA_1,37,40,11.2776,12.192,64
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,2,wild,1-green,38.5,0.234,420,4_ICRA_2,37,40,11.2776,12.192,41
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,3,wild,1-green,38.5,0.285,420,4_ICRA_3,37,40,11.2776,12.192,42
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,4,wild,1-green,38.5,0.203,420,4_ICRA_4,37,40,11.2776,12.192,61
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,5,wild,1-green,38.5,0.321,420,4_ICRA_5,37,40,11.2776,12.192,62
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,6,wild,1-green,38.5,0.199,420,4_ICRA_6,37,40,11.2776,12.192,43
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,7,wild,1-green,38.5,0.265,420,4_ICRA_7,37,40,11.2776,12.192,63
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,ICRA,8,wild,1-green,38.5,0.375,420,4_ICRA_8,37,40,11.2776,12.192,44
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AHYA,1,wild,2-blue,39,0.149,420,4_AHYA_1,37,40,11.2776,12.192,16
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AHYA,2,wild,2-blue,39,0.119,420,4_AHYA_2,37,40,11.2776,12.192,10
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AABR,1,wild,2-blue,39,0.039,420,4_AABR_1,37,40,11.2776,12.192,6
ESA,TUT,20260222,4,ESA_TUT_4,-14.36102,-170.78142,AABR,2,wild,2-blue,39,0.101,420,4_AABR_2,37,40,11.2776,12.192,7
