"","Project","Country","Date","Site","Latitude","Longitude","Species","Bag_number","Genotype","Cookie_no","Sophie","Condition","Tank_color","Temperature","Pam_value","comments","Timepoint","GroupingProperty"
"179","ESA","TUT",2192026,3,-14.3292,-170.83196,"AABR",26,1,19,"AABR1","wild","2-blue",38,0.256,NA,420,"3_AABR_1"
"180","ESA","TUT",2192026,3,-14.3292,-170.83196,"AABR",27,2,20,"AABR2","wild","2-blue",38,0.178,NA,420,"3_AABR_2"
"181","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",15,1,1,"AGLO1","wild","3-red",37,0.559,NA,420,"3_AGLO_1"
"182","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",14,2,2,"AGLO2","wild","3-red",37,0.55,NA,420,"3_AGLO_2"
"183","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",38,3,3,"AGLO3","wild","3-red",37,0.486,NA,420,"3_AGLO_3"
"184","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",40,4,4,"AGLO4","wild","3-red",37,0.541,NA,420,"3_AGLO_4"
"185","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",36,5,5,"AGLO5","wild","3-red",37,0.493,NA,420,"3_AGLO_5"
"186","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",16,6,6,"AGLO6","wild","3-red",37,0.339,"repeated cause so low on first read",420,"3_AGLO_6"
"187","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",12,7,7,"AGLO7","wild","3-red",37,0.55,NA,420,"3_AGLO_7"
"188","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",39,8,8,"AGLO8","wild","3-red",37,0.353,"repeated cause so low on first read",420,"3_AGLO_8"
"189","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",33,1,9,"ICRA1","wild","3-red",37,0.497,NA,420,"3_ICRA_1"
"190","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",61,2,10,"ICRA2","wild","3-red",37,0.426,NA,420,"3_ICRA_2"
"191","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",35,3,11,"ICRA3","wild","3-red",37,0.435,NA,420,"3_ICRA_3"
"192","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",34,4,12,"ICRA4","wild","3-red",37,0.509,NA,420,"3_ICRA_4"
"193","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",63,5,13,"ICRA5","wild","3-red",37,0.518,NA,420,"3_ICRA_5"
"194","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",64,6,14,"ICRA6","wild","3-red",37,0.485,NA,420,"3_ICRA_6"
"195","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",62,7,15,"ICRA7","wild","3-red",37,0.427,NA,420,"3_ICRA_7"
"196","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",66,8,16,"ICRA8","wild","3-red",37,0.501,NA,420,"3_ICRA_8"
"197","ESA","TUT",2192026,3,-14.3292,-170.83196,"AHYA",32,1,17,"AHYA1","wild","3-red",37,0.572,NA,420,"3_AHYA_1"
"198","ESA","TUT",2192026,3,-14.3292,-170.83196,"AHYA",29,2,18,"AHYA2","wild","3-red",37,0.477,NA,420,"3_AHYA_2"
"199","ESA","TUT",2192026,3,-14.3292,-170.83196,"AABR",26,1,19,"AABR1","wild","3-red",37,0.449,NA,420,"3_AABR_1"
"200","ESA","TUT",2192026,3,-14.3292,-170.83196,"AABR",27,2,20,"AABR2","wild","3-red",37,0.362,NA,420,"3_AABR_2"
"201","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",15,1,1,"AGLO1","wild","4-yellow",37.5,0.412,NA,420,"3_AGLO_1"
"202","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",14,2,2,"AGLO2","wild","4-yellow",37.5,0.537,"repeated given high initial reading",420,"3_AGLO_2"
"203","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",38,3,3,"AGLO3","wild","4-yellow",37.5,0.466,NA,420,"3_AGLO_3"
"204","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",40,4,4,"AGLO4","wild","4-yellow",37.5,0.361,NA,420,"3_AGLO_4"
"205","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",36,5,5,"AGLO5","wild","4-yellow",37.5,0.393,NA,420,"3_AGLO_5"
"206","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",16,6,6,"AGLO6","wild","4-yellow",37.5,0.227,NA,420,"3_AGLO_6"
"207","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",12,7,7,"AGLO7","wild","4-yellow",37.5,0.278,NA,420,"3_AGLO_7"
"208","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",39,8,8,"AGLO8","wild","4-yellow",37.5,0.588,"repeated given high initial reading",420,"3_AGLO_8"
"209","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",33,1,9,"ICRA1","wild","4-yellow",37.5,0.397,NA,420,"3_ICRA_1"
"210","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",61,2,10,"ICRA2","wild","4-yellow",37.5,0.368,NA,420,"3_ICRA_2"
"211","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",35,3,11,"ICRA3","wild","4-yellow",37.5,0.44,NA,420,"3_ICRA_3"
"212","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",34,4,12,"ICRA4","wild","4-yellow",37.5,0.494,NA,420,"3_ICRA_4"
"213","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",63,5,13,"ICRA5","wild","4-yellow",37.5,0.461,NA,420,"3_ICRA_5"
"214","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",64,6,14,"ICRA6","wild","4-yellow",37.5,0.438,NA,420,"3_ICRA_6"
"215","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",62,7,15,"ICRA7","wild","4-yellow",37.5,0.43,NA,420,"3_ICRA_7"
"216","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",66,8,16,"ICRA8","wild","4-yellow",37.5,0.448,NA,420,"3_ICRA_8"
"217","ESA","TUT",2192026,3,-14.3292,-170.83196,"AHYA",32,1,17,"AHYA1","wild","4-yellow",37.5,0.452,NA,420,"3_AHYA_1"
"218","ESA","TUT",2192026,3,-14.3292,-170.83196,"AHYA",29,2,18,"AHYA2","wild","4-yellow",37.5,0.456,NA,420,"3_AHYA_2"
"219","ESA","TUT",2192026,3,-14.3292,-170.83196,"AABR",26,1,19,"AABR1","wild","4-yellow",37.5,0.39,NA,420,"3_AABR_1"
"220","ESA","TUT",2192026,3,-14.3292,-170.83196,"AABR",27,2,20,"AABR2","wild","4-yellow",37.5,0.343,NA,420,"3_AABR_2"
"221","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",15,1,1,"AGLO1","wild","5-orange",38.5,0.158,NA,420,"3_AGLO_1"
"222","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",14,2,2,"AGLO2","wild","5-orange",38.5,0.133,NA,420,"3_AGLO_2"
"223","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",38,3,3,"AGLO3","wild","5-orange",38.5,0.067,NA,420,"3_AGLO_3"
"224","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",40,4,4,"AGLO4","wild","5-orange",38.5,0.061,NA,420,"3_AGLO_4"
"225","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",36,5,5,"AGLO5","wild","5-orange",38.5,0.192,NA,420,"3_AGLO_5"
"226","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",16,6,6,"AGLO6","wild","5-orange",38.5,0.019,NA,420,"3_AGLO_6"
"227","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",12,7,7,"AGLO7","wild","5-orange",38.5,0.089,NA,420,"3_AGLO_7"
"228","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",39,8,8,"AGLO8","wild","5-orange",38.5,0.109,NA,420,"3_AGLO_8"
"229","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",33,1,9,"ICRA1","wild","5-orange",38.5,0.212,NA,420,"3_ICRA_1"
"230","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",61,2,10,"ICRA2","wild","5-orange",38.5,0.141,NA,420,"3_ICRA_2"
"231","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",35,3,11,"ICRA3","wild","5-orange",38.5,0.132,NA,420,"3_ICRA_3"
"232","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",34,4,12,"ICRA4","wild","5-orange",38.5,0.262,NA,420,"3_ICRA_4"
"233","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",63,5,13,"ICRA5","wild","5-orange",38.5,0.206,NA,420,"3_ICRA_5"
"234","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",64,6,14,"ICRA6","wild","5-orange",38.5,0.151,NA,420,"3_ICRA_6"
"235","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",62,7,15,"ICRA7","wild","5-orange",38.5,0.161,NA,420,"3_ICRA_7"
"236","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",66,8,16,"ICRA8","wild","5-orange",38.5,0.201,NA,420,"3_ICRA_8"
"237","ESA","TUT",2192026,3,-14.3292,-170.83196,"AHYA",32,1,17,"AHYA1","wild","5-orange",38.5,0.08,NA,420,"3_AHYA_1"
"238","ESA","TUT",2192026,3,-14.3292,-170.83196,"AHYA",29,2,18,"AHYA2","wild","5-orange",38.5,0.099,NA,420,"3_AHYA_2"
"239","ESA","TUT",2192026,3,-14.3292,-170.83196,"AABR",26,1,19,"AABR1","wild","5-orange",38.5,0.08,NA,420,"3_AABR_1"
"240","ESA","TUT",2192026,3,-14.3292,-170.83196,"AABR",27,2,20,"AABR2","wild","5-orange",38.5,0.051,NA,420,"3_AABR_2"
"241","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",15,1,1,"AGLO1","wild","6-brown",39,0.075,NA,420,"3_AGLO_1"
"242","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",14,2,2,"AGLO2","wild","6-brown",39,0.13,NA,420,"3_AGLO_2"
"243","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",38,3,3,"AGLO3","wild","6-brown",39,0.125,NA,420,"3_AGLO_3"
"244","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",40,4,4,"AGLO4","wild","6-brown",39,0.147,NA,420,"3_AGLO_4"
"245","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",36,5,5,"AGLO5","wild","6-brown",39,0.182,NA,420,"3_AGLO_5"
"246","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",16,6,6,"AGLO6","wild","6-brown",39,0.107,NA,420,"3_AGLO_6"
"247","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",12,7,7,"AGLO7","wild","6-brown",39,0.075,NA,420,"3_AGLO_7"
"248","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",39,8,8,"AGLO8","wild","6-brown",39,0.162,NA,420,"3_AGLO_8"
"249","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",33,1,9,"ICRA1","wild","6-brown",39,0.186,NA,420,"3_ICRA_1"
"250","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",61,2,10,"ICRA2","wild","6-brown",39,0.146,NA,420,"3_ICRA_2"
"251","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",35,3,11,"ICRA3","wild","6-brown",39,0.095,NA,420,"3_ICRA_3"
"252","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",34,4,12,"ICRA4","wild","6-brown",39,0.203,NA,420,"3_ICRA_4"
"253","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",63,5,13,"ICRA5","wild","6-brown",39,0.15,NA,420,"3_ICRA_5"
"254","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",64,6,14,"ICRA6","wild","6-brown",39,0.033,NA,420,"3_ICRA_6"
"255","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",62,7,15,"ICRA7","wild","6-brown",39,0.102,NA,420,"3_ICRA_7"
"256","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",66,8,16,"ICRA8","wild","6-brown",39,0.218,NA,420,"3_ICRA_8"
"257","ESA","TUT",2192026,3,-14.3292,-170.83196,"AHYA",32,1,17,"AHYA1","wild","6-brown",39,0.144,NA,420,"3_AHYA_1"
"258","ESA","TUT",2192026,3,-14.3292,-170.83196,"AHYA",29,2,18,"AHYA2","wild","6-brown",39,0.139,NA,420,"3_AHYA_2"
"259","ESA","TUT",2192026,3,-14.3292,-170.83196,"AABR",26,1,19,"AABR1","wild","6-brown",39,0.089,NA,420,"3_AABR_1"
"260","ESA","TUT",2192026,3,-14.3292,-170.83196,"AABR",27,2,20,"AABR2","wild","6-brown",39,0.074,NA,420,"3_AABR_2"
"261","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",15,1,1,"AGLO1","wild","7-grey",29,0.659,NA,420,"3_AGLO_1"
"262","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",14,2,2,"AGLO2","wild","7-grey",29,0.69,NA,420,"3_AGLO_2"
"263","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",38,3,3,"AGLO3","wild","7-grey",29,0.657,NA,420,"3_AGLO_3"
"264","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",40,4,4,"AGLO4","wild","7-grey",29,0.642,NA,420,"3_AGLO_4"
"265","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",36,5,5,"AGLO5","wild","7-grey",29,0.647,NA,420,"3_AGLO_5"
"266","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",16,6,6,"AGLO6","wild","7-grey",29,0.663,NA,420,"3_AGLO_6"
"267","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",12,7,7,"AGLO7","wild","7-grey",29,0.653,NA,420,"3_AGLO_7"
"268","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",39,8,8,"AGLO8","wild","7-grey",29,0.659,NA,420,"3_AGLO_8"
"269","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",33,1,9,"ICRA1","wild","7-grey",29,0.612,NA,420,"3_ICRA_1"
"270","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",61,2,10,"ICRA2","wild","7-grey",29,0.607,NA,420,"3_ICRA_2"
"271","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",35,3,11,"ICRA3","wild","7-grey",29,0.615,NA,420,"3_ICRA_3"
"272","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",34,4,12,"ICRA4","wild","7-grey",29,0.611,NA,420,"3_ICRA_4"
"273","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",63,5,13,"ICRA5","wild","7-grey",29,0.622,NA,420,"3_ICRA_5"
"274","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",64,6,14,"ICRA6","wild","7-grey",29,0.627,NA,420,"3_ICRA_6"
"275","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",62,7,15,"ICRA7","wild","7-grey",29,0.62,NA,420,"3_ICRA_7"
"276","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",66,8,16,"ICRA8","wild","7-grey",29,0.619,NA,420,"3_ICRA_8"
"277","ESA","TUT",2192026,3,-14.3292,-170.83196,"AHYA",32,1,17,"AHYA1","wild","7-grey",29,0.644,NA,420,"3_AHYA_1"
"278","ESA","TUT",2192026,3,-14.3292,-170.83196,"AHYA",29,2,18,"AHYA2","wild","7-grey",29,0.649,NA,420,"3_AHYA_2"
"279","ESA","TUT",2192026,3,-14.3292,-170.83196,"AABR",26,1,19,"AABR1","wild","7-grey",29,0.656,NA,420,"3_AABR_1"
"280","ESA","TUT",2192026,3,-14.3292,-170.83196,"AABR",27,2,20,"AABR2","wild","7-grey",29,0.644,NA,420,"3_AABR_2"
"281","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",15,1,1,"AGLO1","wild","8-purple",36,0.619,NA,420,"3_AGLO_1"
"282","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",14,2,2,"AGLO2","wild","8-purple",36,0.604,NA,420,"3_AGLO_2"
"283","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",38,3,3,"AGLO3","wild","8-purple",36,0.592,NA,420,"3_AGLO_3"
"284","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",40,4,4,"AGLO4","wild","8-purple",36,0.595,NA,420,"3_AGLO_4"
"285","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",36,5,5,"AGLO5","wild","8-purple",36,0.587,NA,420,"3_AGLO_5"
"286","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",16,6,6,"AGLO6","wild","8-purple",36,0.538,NA,420,"3_AGLO_6"
"287","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",12,7,7,"AGLO7","wild","8-purple",36,0.597,NA,420,"3_AGLO_7"
"288","ESA","TUT",2192026,3,-14.3292,-170.83196,"AGLO",39,8,8,"AGLO8","wild","8-purple",36,0.62,NA,420,"3_AGLO_8"
"289","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",33,1,9,"ICRA1","wild","8-purple",36,0.535,"edge piece PAM right side of frag",420,"3_ICRA_1"
"290","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",61,2,10,"ICRA2","wild","8-purple",36,0.524,NA,420,"3_ICRA_2"
"291","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",35,3,11,"ICRA3","wild","8-purple",36,0.558,NA,420,"3_ICRA_3"
"292","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",34,4,12,"ICRA4","wild","8-purple",36,0.579,NA,420,"3_ICRA_4"
"293","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",63,5,13,"ICRA5","wild","8-purple",36,0.558,NA,420,"3_ICRA_5"
"294","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",64,6,14,"ICRA6","wild","8-purple",36,0.536,NA,420,"3_ICRA_6"
"295","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",62,7,15,"ICRA7","wild","8-purple",36,0.541,NA,420,"3_ICRA_7"
"296","ESA","TUT",2192026,3,-14.3292,-170.83196,"ICRA",66,8,16,"ICRA8","wild","8-purple",36,0.577,NA,420,"3_ICRA_8"
"297","ESA","TUT",2192026,3,-14.3292,-170.83196,"AHYA",32,1,17,"AHYA1","wild","8-purple",36,0.644,NA,420,"3_AHYA_1"
"298","ESA","TUT",2192026,3,-14.3292,-170.83196,"AHYA",29,2,18,"AHYA2","wild","8-purple",36,0.647,NA,420,"3_AHYA_2"
"299","ESA","TUT",2192026,3,-14.3292,-170.83196,"AABR",26,1,19,"AABR1","wild","8-purple",36,0.573,NA,420,"3_AABR_1"
"300","ESA","TUT",2192026,3,-14.3292,-170.83196,"AABR",27,2,20,"AABR2","wild","8-purple",36,0.587,NA,420,"3_AABR_2"
"301","ESA","TUT",22020206,4,-14.36102,-170.78142,"AHYA",16,1,1,"AHYA1","wild","1-green",38.5,0.359,NA,420,"4_AHYA_1"
"302","ESA","TUT",22020206,4,-14.36102,-170.78142,"AHYA",10,2,2,"AHYA2","wild","1-green",38.5,0.326,NA,420,"4_AHYA_2"
"303","ESA","TUT",22020206,4,-14.36102,-170.78142,"AABR",6,1,3,"AABR1","wild","1-green",38.5,0.249,NA,420,"4_AABR_1"
"304","ESA","TUT",22020206,4,-14.36102,-170.78142,"AABR",7,2,4,"AABR2","wild","1-green",38.5,0.239,NA,420,"4_AABR_2"
"305","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",25,1,5,"AGLO1","wild","1-green",38.5,0.067,NA,420,"4_AGLO_1"
"306","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",27,2,6,"AGLO2","wild","1-green",38.5,0.355,NA,420,"4_AGLO_2"
"307","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",22,3,7,"AGLO3","wild","1-green",38.5,0.248,NA,420,"4_AGLO_3"
"308","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",26,4,8,"AGLO4","wild","1-green",38.5,0.343,NA,420,"4_AGLO_4"
"309","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",34,5,9,"AGLO5","wild","1-green",38.5,0.158,NA,420,"4_AGLO_5"
"310","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",24,6,10,"AGLO6","wild","1-green",38.5,0.163,NA,420,"4_AGLO_6"
"311","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",21,7,11,"AGLO7","wild","1-green",38.5,0.428,"redo as value seemed unusually high",420,"4_AGLO_7"
"312","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",35,8,12,"AGLO8","wild","1-green",38.5,0.275,NA,420,"4_AGLO_8"
"313","ESA","TUT",22020206,4,-14.36102,-170.78142,"ICRA",64,1,13,"ICRA1","wild","1-green",38.5,0.222,NA,420,"4_ICRA_1"
"314","ESA","TUT",22020206,4,-14.36102,-170.78142,"ICRA",41,2,14,"ICRA2","wild","1-green",38.5,0.234,NA,420,"4_ICRA_2"
"315","ESA","TUT",22020206,4,-14.36102,-170.78142,"ICRA",42,3,15,"ICRA3","wild","1-green",38.5,0.285,NA,420,"4_ICRA_3"
"316","ESA","TUT",22020206,4,-14.36102,-170.78142,"ICRA",61,4,16,"ICRA4","wild","1-green",38.5,0.203,NA,420,"4_ICRA_4"
"317","ESA","TUT",22020206,4,-14.36102,-170.78142,"ICRA",62,5,17,"ICRA5","wild","1-green",38.5,0.321,NA,420,"4_ICRA_5"
"318","ESA","TUT",22020206,4,-14.36102,-170.78142,"ICRA",43,6,18,"ICRA6","wild","1-green",38.5,0.199,NA,420,"4_ICRA_6"
"319","ESA","TUT",22020206,4,-14.36102,-170.78142,"ICRA",63,7,19,"ICRA7","wild","1-green",38.5,0.265,NA,420,"4_ICRA_7"
"320","ESA","TUT",22020206,4,-14.36102,-170.78142,"ICRA",44,8,20,"ICRA8","wild","1-green",38.5,0.375,"redo as value seemed unusually high",420,"4_ICRA_8"
"321","ESA","TUT",22020206,4,-14.36102,-170.78142,"AHYA",16,1,1,"AHYA1","wild","2-blue",39,0.149,NA,420,"4_AHYA_1"
"322","ESA","TUT",22020206,4,-14.36102,-170.78142,"AHYA",10,2,2,"AHYA2","wild","2-blue",39,0.119,NA,420,"4_AHYA_2"
"323","ESA","TUT",22020206,4,-14.36102,-170.78142,"AABR",6,1,3,"AABR1","wild","2-blue",39,0.039,NA,420,"4_AABR_1"
"324","ESA","TUT",22020206,4,-14.36102,-170.78142,"AABR",7,2,4,"AABR2","wild","2-blue",39,0.101,NA,420,"4_AABR_2"
"325","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",25,1,5,"AGLO1","wild","2-blue",39,0.008,NA,420,"4_AGLO_1"
"326","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",27,2,6,"AGLO2","wild","2-blue",39,0.093,NA,420,"4_AGLO_2"
"327","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",22,3,7,"AGLO3","wild","2-blue",39,0.042,NA,420,"4_AGLO_3"
"328","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",26,4,8,"AGLO4","wild","2-blue",39,0.073,NA,420,"4_AGLO_4"
"329","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",34,5,9,"AGLO5","wild","2-blue",39,0.157,NA,420,"4_AGLO_5"
"330","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",24,6,10,"AGLO6","wild","2-blue",39,0.038,NA,420,"4_AGLO_6"
"331","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",21,7,11,"AGLO7","wild","2-blue",39,0.094,NA,420,"4_AGLO_7"
"332","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",35,8,12,"AGLO8","wild","2-blue",39,0.044,NA,420,"4_AGLO_8"
"333","ESA","TUT",22020206,4,-14.36102,-170.78142,"ICRA",64,1,13,"ICRA1","wild","2-blue",39,0.191,NA,420,"4_ICRA_1"
"334","ESA","TUT",22020206,4,-14.36102,-170.78142,"ICRA",41,2,14,"ICRA2","wild","2-blue",39,0.132,NA,420,"4_ICRA_2"
"335","ESA","TUT",22020206,4,-14.36102,-170.78142,"ICRA",42,3,15,"ICRA3","wild","2-blue",39,0.108,NA,420,"4_ICRA_3"
"336","ESA","TUT",22020206,4,-14.36102,-170.78142,"ICRA",61,4,16,"ICRA4","wild","2-blue",39,0.136,NA,420,"4_ICRA_4"
"337","ESA","TUT",22020206,4,-14.36102,-170.78142,"ICRA",62,5,17,"ICRA5","wild","2-blue",39,0.222,"redo as value seemed unusually high",420,"4_ICRA_5"
"338","ESA","TUT",22020206,4,-14.36102,-170.78142,"ICRA",43,6,18,"ICRA6","wild","2-blue",39,0.051,NA,420,"4_ICRA_6"
"339","ESA","TUT",22020206,4,-14.36102,-170.78142,"ICRA",63,7,19,"ICRA7","wild","2-blue",39,0.145,NA,420,"4_ICRA_7"
"340","ESA","TUT",22020206,4,-14.36102,-170.78142,"ICRA",44,8,20,"ICRA8","wild","2-blue",39,0.168,NA,420,"4_ICRA_8"
"341","ESA","TUT",22020206,4,-14.36102,-170.78142,"AHYA",16,1,1,"AHYA1","wild","3-red",35,0.608,NA,420,"4_AHYA_1"
"342","ESA","TUT",22020206,4,-14.36102,-170.78142,"AHYA",10,2,2,"AHYA2","wild","3-red",35,0.591,NA,420,"4_AHYA_2"
"343","ESA","TUT",22020206,4,-14.36102,-170.78142,"AABR",6,1,3,"AABR1","wild","3-red",35,0.6,NA,420,"4_AABR_1"
"344","ESA","TUT",22020206,4,-14.36102,-170.78142,"AABR",7,2,4,"AABR2","wild","3-red",35,0.628,NA,420,"4_AABR_2"
"345","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",25,1,5,"AGLO1","wild","3-red",35,0.564,NA,420,"4_AGLO_1"
"346","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",27,2,6,"AGLO2","wild","3-red",35,0.611,NA,420,"4_AGLO_2"
"347","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",22,3,7,"AGLO3","wild","3-red",35,0.597,NA,420,"4_AGLO_3"
"348","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",26,4,8,"AGLO4","wild","3-red",35,0.631,NA,420,"4_AGLO_4"
"349","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",34,5,9,"AGLO5","wild","3-red",35,0.569,NA,420,"4_AGLO_5"
"350","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",24,6,10,"AGLO6","wild","3-red",35,0.594,NA,420,"4_AGLO_6"
"351","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",21,7,11,"AGLO7","wild","3-red",35,0.551,NA,420,"4_AGLO_7"
"352","ESA","TUT",22020206,4,-14.36102,-170.78142,"AGLO",35,8,12,"AGLO8","wild","3-red",35,0.626,NA,420,"4_AGLO_8"
"353","ESA","TUT",22020206,4,-14.36102,-170.78142,"ICRA",64,1,13,"ICRA1","wild","3-red",35,0.558,NA,420,"4_ICRA_1"
"354","ESA","TUT",22020206,4,-14.36102,-170.78142,"ICRA",41,2,14,"ICRA2","wild","3-red",35,0.578,NA,420,"4_ICRA_2"
"355","ESA","TUT",22020206,4,-14.36102,-170.78142,"ICRA",42,3,15,"ICRA3","wild","3-red",35,0.531,NA,420,"4_ICRA_3"
