cookie,Image,Color_mean,Color_SD,Folder,Date,Site,Tank_color,Temperature,Bag_number,Project,Country,SITE,Latitude,Longitude,Species,Genotype,Condition,Pam_value,Timepoint,SampleID_clean,MINIMUM_DEPTH_FEET,MAXIMUM_DEPTH_FEET,MINIMUM_DEPTH_METERS,MAXIMUM_DEPTH_METERS,Color_mean_inverted
5,IMG_5065.jpg,8.025,0.782,02.20.2026_ESA-TUT-004_AFTER,20260220,4,3-red,35,25,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,1,wild,0.564,420,4_AGLO_1,37,40,11.2776,12.192,246.975
6,IMG_5065.jpg,8.542,0.802,02.20.2026_ESA-TUT-004_AFTER,20260220,4,3-red,35,27,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,2,wild,0.611,420,4_AGLO_2,37,40,11.2776,12.192,246.458
7,IMG_5065.jpg,7.701,0.977,02.20.2026_ESA-TUT-004_AFTER,20260220,4,3-red,35,22,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,3,wild,0.597,420,4_AGLO_3,37,40,11.2776,12.192,247.299
8,IMG_5065.jpg,8.342,1.024,02.20.2026_ESA-TUT-004_AFTER,20260220,4,3-red,35,26,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,4,wild,0.631,420,4_AGLO_4,37,40,11.2776,12.192,246.658
9,IMG_5065.jpg,7.727,0.778,02.20.2026_ESA-TUT-004_AFTER,20260220,4,3-red,35,34,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,5,wild,0.569,420,4_AGLO_5,37,40,11.2776,12.192,247.273
10,IMG_5065.jpg,6.465,0.833,02.20.2026_ESA-TUT-004_AFTER,20260220,4,3-red,35,24,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,6,wild,0.594,420,4_AGLO_6,37,40,11.2776,12.192,248.535
11,IMG_5065.jpg,6.208,0.353,02.20.2026_ESA-TUT-004_AFTER,20260220,4,3-red,35,21,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,7,wild,0.551,420,4_AGLO_7,37,40,11.2776,12.192,248.792
12,IMG_5065.jpg,8.49,1.095,02.20.2026_ESA-TUT-004_AFTER,20260220,4,3-red,35,35,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,8,wild,0.626,420,4_AGLO_8,37,40,11.2776,12.192,246.51
13,IMG_5065.jpg,6.454,0.931,02.20.2026_ESA-TUT-004_AFTER,20260220,4,3-red,35,64,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,1,wild,0.558,420,4_ICRA_1,37,40,11.2776,12.192,248.546
14,IMG_5065.jpg,7.9,0.746,02.20.2026_ESA-TUT-004_AFTER,20260220,4,3-red,35,41,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,2,wild,0.578,420,4_ICRA_2,37,40,11.2776,12.192,247.1
15,IMG_5065.jpg,8.447,0.869,02.20.2026_ESA-TUT-004_AFTER,20260220,4,3-red,35,42,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,3,wild,0.531,420,4_ICRA_3,37,40,11.2776,12.192,246.553
16,IMG_5065.jpg,7.711,1.014,02.20.2026_ESA-TUT-004_AFTER,20260220,4,3-red,35,61,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,4,wild,0.583,420,4_ICRA_4,37,40,11.2776,12.192,247.289
17,IMG_5065.jpg,8.772,0.911,02.20.2026_ESA-TUT-004_AFTER,20260220,4,3-red,35,62,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,5,wild,0.6,420,4_ICRA_5,37,40,11.2776,12.192,246.228
18,IMG_5065.jpg,8.62,0.77,02.20.2026_ESA-TUT-004_AFTER,20260220,4,3-red,35,43,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,6,wild,0.616,420,4_ICRA_6,37,40,11.2776,12.192,246.38
19,IMG_5065.jpg,8.344,0.741,02.20.2026_ESA-TUT-004_AFTER,20260220,4,3-red,35,63,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,7,wild,0.573,420,4_ICRA_7,37,40,11.2776,12.192,246.656
20,IMG_5065.jpg,8.629,0.789,02.20.2026_ESA-TUT-004_AFTER,20260220,4,3-red,35,44,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,8,wild,0.604,420,4_ICRA_8,37,40,11.2776,12.192,246.371
1,IMG_5066.jpg,8.555,0.841,02.20.2026_ESA-TUT-004_AFTER,20260220,4,6-brown,36,16,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AHYA,1,wild,0.631,420,4_AHYA_1,37,40,11.2776,12.192,246.445
2,IMG_5066.jpg,9.339,0.763,02.20.2026_ESA-TUT-004_AFTER,20260220,4,6-brown,36,10,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AHYA,2,wild,0.612,420,4_AHYA_2,37,40,11.2776,12.192,245.661
3,IMG_5066.jpg,7.115,1.055,02.20.2026_ESA-TUT-004_AFTER,20260220,4,6-brown,36,6,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AABR,1,wild,0.594,420,4_AABR_1,37,40,11.2776,12.192,247.885
4,IMG_5066.jpg,8.017,0.86,02.20.2026_ESA-TUT-004_AFTER,20260220,4,6-brown,36,7,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AABR,2,wild,0.538,420,4_AABR_2,37,40,11.2776,12.192,246.983
5,IMG_5066.jpg,6.969,0.449,02.20.2026_ESA-TUT-004_AFTER,20260220,4,6-brown,36,25,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,1,wild,0.565,420,4_AGLO_1,37,40,11.2776,12.192,248.031
6,IMG_5066.jpg,8.569,0.925,02.20.2026_ESA-TUT-004_AFTER,20260220,4,6-brown,36,27,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,2,wild,0.558,420,4_AGLO_2,37,40,11.2776,12.192,246.431
7,IMG_5066.jpg,6.102,0.695,02.20.2026_ESA-TUT-004_AFTER,20260220,4,6-brown,36,22,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,3,wild,0.575,420,4_AGLO_3,37,40,11.2776,12.192,248.898
8,IMG_5066.jpg,8.01,1.036,02.20.2026_ESA-TUT-004_AFTER,20260220,4,6-brown,36,26,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,4,wild,0.603,420,4_AGLO_4,37,40,11.2776,12.192,246.99
9,IMG_5066.jpg,7.649,0.882,02.20.2026_ESA-TUT-004_AFTER,20260220,4,6-brown,36,34,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,5,wild,0.608,420,4_AGLO_5,37,40,11.2776,12.192,247.351
10,IMG_5066.jpg,7.849,0.694,02.20.2026_ESA-TUT-004_AFTER,20260220,4,6-brown,36,24,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,6,wild,0.576,420,4_AGLO_6,37,40,11.2776,12.192,247.151
11,IMG_5066.jpg,7.482,0.787,02.20.2026_ESA-TUT-004_AFTER,20260220,4,6-brown,36,21,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,7,wild,0.559,420,4_AGLO_7,37,40,11.2776,12.192,247.518
12,IMG_5066.jpg,7.333,0.56,02.20.2026_ESA-TUT-004_AFTER,20260220,4,6-brown,36,35,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,8,wild,0.635,420,4_AGLO_8,37,40,11.2776,12.192,247.667
13,IMG_5066.jpg,7.537,0.685,02.20.2026_ESA-TUT-004_AFTER,20260220,4,6-brown,36,64,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,1,wild,0.554,420,4_ICRA_1,37,40,11.2776,12.192,247.463
14,IMG_5066.jpg,8.719,1.278,02.20.2026_ESA-TUT-004_AFTER,20260220,4,6-brown,36,41,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,2,wild,0.571,420,4_ICRA_2,37,40,11.2776,12.192,246.281
15,IMG_5066.jpg,8.434,0.804,02.20.2026_ESA-TUT-004_AFTER,20260220,4,6-brown,36,42,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,3,wild,0.558,420,4_ICRA_3,37,40,11.2776,12.192,246.566
16,IMG_5066.jpg,8.175,0.805,02.20.2026_ESA-TUT-004_AFTER,20260220,4,6-brown,36,61,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,4,wild,0.552,420,4_ICRA_4,37,40,11.2776,12.192,246.825
17,IMG_5066.jpg,7.535,0.801,02.20.2026_ESA-TUT-004_AFTER,20260220,4,6-brown,36,62,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,5,wild,0.587,420,4_ICRA_5,37,40,11.2776,12.192,247.465
18,IMG_5066.jpg,8.112,0.571,02.20.2026_ESA-TUT-004_AFTER,20260220,4,6-brown,36,43,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,6,wild,0.577,420,4_ICRA_6,37,40,11.2776,12.192,246.888
19,IMG_5066.jpg,7.969,0.898,02.20.2026_ESA-TUT-004_AFTER,20260220,4,6-brown,36,63,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,7,wild,0.584,420,4_ICRA_7,37,40,11.2776,12.192,247.031
20,IMG_5066.jpg,8.552,0.771,02.20.2026_ESA-TUT-004_AFTER,20260220,4,6-brown,36,44,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,8,wild,0.583,420,4_ICRA_8,37,40,11.2776,12.192,246.448
1,IMG_5067.jpg,8.133,1.181,02.20.2026_ESA-TUT-004_AFTER,20260220,4,4-yellow,37,16,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AHYA,1,wild,0.606,420,4_AHYA_1,37,40,11.2776,12.192,246.867
2,IMG_5067.jpg,8.119,1.025,02.20.2026_ESA-TUT-004_AFTER,20260220,4,4-yellow,37,10,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AHYA,2,wild,0.591,420,4_AHYA_2,37,40,11.2776,12.192,246.881
3,IMG_5067.jpg,7.046,1.165,02.20.2026_ESA-TUT-004_AFTER,20260220,4,4-yellow,37,6,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AABR,1,wild,0.536,420,4_AABR_1,37,40,11.2776,12.192,247.954
4,IMG_5067.jpg,5.184,1.033,02.20.2026_ESA-TUT-004_AFTER,20260220,4,4-yellow,37,7,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AABR,2,wild,0.356,420,4_AABR_2,37,40,11.2776,12.192,249.816
5,IMG_5067.jpg,7.725,1.047,02.20.2026_ESA-TUT-004_AFTER,20260220,4,4-yellow,37,25,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,1,wild,0.597,420,4_AGLO_1,37,40,11.2776,12.192,247.275
6,IMG_5067.jpg,6.442,1.046,02.20.2026_ESA-TUT-004_AFTER,20260220,4,4-yellow,37,27,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,2,wild,0.51,420,4_AGLO_2,37,40,11.2776,12.192,248.558
7,IMG_5067.jpg,6.552,1.169,02.20.2026_ESA-TUT-004_AFTER,20260220,4,4-yellow,37,22,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,3,wild,0.499,420,4_AGLO_3,37,40,11.2776,12.192,248.448
8,IMG_5067.jpg,6.893,0.483,02.20.2026_ESA-TUT-004_AFTER,20260220,4,4-yellow,37,26,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,4,wild,0.476,420,4_AGLO_4,37,40,11.2776,12.192,248.107
9,IMG_5067.jpg,7.6,0.974,02.20.2026_ESA-TUT-004_AFTER,20260220,4,4-yellow,37,34,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,5,wild,0.542,420,4_AGLO_5,37,40,11.2776,12.192,247.4
10,IMG_5067.jpg,6.852,0.889,02.20.2026_ESA-TUT-004_AFTER,20260220,4,4-yellow,37,24,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,6,wild,0.459,420,4_AGLO_6,37,40,11.2776,12.192,248.148
11,IMG_5067.jpg,7.371,1.092,02.20.2026_ESA-TUT-004_AFTER,20260220,4,4-yellow,37,21,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,7,wild,0.458,420,4_AGLO_7,37,40,11.2776,12.192,247.629
12,IMG_5067.jpg,7.503,1.043,02.20.2026_ESA-TUT-004_AFTER,20260220,4,4-yellow,37,35,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,8,wild,0.534,420,4_AGLO_8,37,40,11.2776,12.192,247.497
13,IMG_5067.jpg,7.438,0.592,02.20.2026_ESA-TUT-004_AFTER,20260220,4,4-yellow,37,64,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,1,wild,0.509,420,4_ICRA_1,37,40,11.2776,12.192,247.562
14,IMG_5067.jpg,7.714,0.974,02.20.2026_ESA-TUT-004_AFTER,20260220,4,4-yellow,37,41,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,2,wild,0.54,420,4_ICRA_2,37,40,11.2776,12.192,247.286
15,IMG_5067.jpg,8.611,1.021,02.20.2026_ESA-TUT-004_AFTER,20260220,4,4-yellow,37,42,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,3,wild,0.522,420,4_ICRA_3,37,40,11.2776,12.192,246.389
16,IMG_5067.jpg,8.098,0.924,02.20.2026_ESA-TUT-004_AFTER,20260220,4,4-yellow,37,61,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,4,wild,0.508,420,4_ICRA_4,37,40,11.2776,12.192,246.902
17,IMG_5067.jpg,7.929,1.054,02.20.2026_ESA-TUT-004_AFTER,20260220,4,4-yellow,37,62,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,5,wild,0.563,420,4_ICRA_5,37,40,11.2776,12.192,247.071
18,IMG_5067.jpg,8.352,0.478,02.20.2026_ESA-TUT-004_AFTER,20260220,4,4-yellow,37,43,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,6,wild,0.57,420,4_ICRA_6,37,40,11.2776,12.192,246.648
19,IMG_5067.jpg,8.105,0.857,02.20.2026_ESA-TUT-004_AFTER,20260220,4,4-yellow,37,63,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,7,wild,0.516,420,4_ICRA_7,37,40,11.2776,12.192,246.895
20,IMG_5067.jpg,8.739,1.308,02.20.2026_ESA-TUT-004_AFTER,20260220,4,4-yellow,37,44,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,8,wild,0.578,420,4_ICRA_8,37,40,11.2776,12.192,246.261
1,IMG_5069.jpg,7.056,0.827,02.20.2026_ESA-TUT-004_AFTER,20260220,4,5-orange,37.5,16,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AHYA,1,wild,0.412,420,4_AHYA_1,37,40,11.2776,12.192,247.944
2,IMG_5069.jpg,7.891,1.197,02.20.2026_ESA-TUT-004_AFTER,20260220,4,5-orange,37.5,10,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AHYA,2,wild,0.441,420,4_AHYA_2,37,40,11.2776,12.192,247.109
3,IMG_5069.jpg,7.271,1.039,02.20.2026_ESA-TUT-004_AFTER,20260220,4,5-orange,37.5,6,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AABR,1,wild,0.385,420,4_AABR_1,37,40,11.2776,12.192,247.729
4,IMG_5069.jpg,7.14,0.913,02.20.2026_ESA-TUT-004_AFTER,20260220,4,5-orange,37.5,7,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AABR,2,wild,0.457,420,4_AABR_2,37,40,11.2776,12.192,247.86
5,IMG_5069.jpg,7.75,0.962,02.20.2026_ESA-TUT-004_AFTER,20260220,4,5-orange,37.5,25,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,1,wild,0.363,420,4_AGLO_1,37,40,11.2776,12.192,247.25
6,IMG_5069.jpg,6.851,0.91,02.20.2026_ESA-TUT-004_AFTER,20260220,4,5-orange,37.5,27,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,2,wild,0.433,420,4_AGLO_2,37,40,11.2776,12.192,248.149
7,IMG_5069.jpg,6.539,0.833,02.20.2026_ESA-TUT-004_AFTER,20260220,4,5-orange,37.5,22,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,3,wild,0.433,420,4_AGLO_3,37,40,11.2776,12.192,248.461
8,IMG_5069.jpg,7.543,0.933,02.20.2026_ESA-TUT-004_AFTER,20260220,4,5-orange,37.5,26,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,4,wild,0.369,420,4_AGLO_4,37,40,11.2776,12.192,247.457
9,IMG_5069.jpg,6.797,0.846,02.20.2026_ESA-TUT-004_AFTER,20260220,4,5-orange,37.5,34,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,5,wild,0.446,420,4_AGLO_5,37,40,11.2776,12.192,248.203
10,IMG_5069.jpg,7.602,0.582,02.20.2026_ESA-TUT-004_AFTER,20260220,4,5-orange,37.5,24,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,6,wild,0.479,420,4_AGLO_6,37,40,11.2776,12.192,247.398
11,IMG_5069.jpg,7.667,1.038,02.20.2026_ESA-TUT-004_AFTER,20260220,4,5-orange,37.5,21,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,7,wild,0.352,420,4_AGLO_7,37,40,11.2776,12.192,247.333
12,IMG_5069.jpg,7.024,1.14,02.20.2026_ESA-TUT-004_AFTER,20260220,4,5-orange,37.5,35,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,8,wild,0.399,420,4_AGLO_8,37,40,11.2776,12.192,247.976
13,IMG_5069.jpg,7.954,0.738,02.20.2026_ESA-TUT-004_AFTER,20260220,4,5-orange,37.5,64,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,1,wild,0.44,420,4_ICRA_1,37,40,11.2776,12.192,247.046
14,IMG_5069.jpg,7.931,1.226,02.20.2026_ESA-TUT-004_AFTER,20260220,4,5-orange,37.5,41,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,2,wild,0.401,420,4_ICRA_2,37,40,11.2776,12.192,247.069
15,IMG_5069.jpg,8.41,1.038,02.20.2026_ESA-TUT-004_AFTER,20260220,4,5-orange,37.5,42,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,3,wild,0.462,420,4_ICRA_3,37,40,11.2776,12.192,246.59
16,IMG_5069.jpg,7.624,1.063,02.20.2026_ESA-TUT-004_AFTER,20260220,4,5-orange,37.5,61,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,4,wild,0.442,420,4_ICRA_4,37,40,11.2776,12.192,247.376
17,IMG_5069.jpg,7.747,1.05,02.20.2026_ESA-TUT-004_AFTER,20260220,4,5-orange,37.5,62,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,5,wild,0.448,420,4_ICRA_5,37,40,11.2776,12.192,247.253
18,IMG_5069.jpg,8.033,0.713,02.20.2026_ESA-TUT-004_AFTER,20260220,4,5-orange,37.5,43,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,6,wild,0.474,420,4_ICRA_6,37,40,11.2776,12.192,246.967
19,IMG_5069.jpg,7.982,1.176,02.20.2026_ESA-TUT-004_AFTER,20260220,4,5-orange,37.5,63,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,7,wild,0.473,420,4_ICRA_7,37,40,11.2776,12.192,247.018
20,IMG_5069.jpg,8.368,1.193,02.20.2026_ESA-TUT-004_AFTER,20260220,4,5-orange,37.5,44,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,8,wild,0.524,420,4_ICRA_8,37,40,11.2776,12.192,246.632
1,IMG_5070.jpg,8.113,1.127,02.20.2026_ESA-TUT-004_AFTER,20260220,4,7-grey,38,16,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AHYA,1,wild,0.385,420,4_AHYA_1,37,40,11.2776,12.192,246.887
2,IMG_5070.jpg,8.781,1.394,02.20.2026_ESA-TUT-004_AFTER,20260220,4,7-grey,38,10,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AHYA,2,wild,0.53,420,4_AHYA_2,37,40,11.2776,12.192,246.219
3,IMG_5070.jpg,6.074,0.748,02.20.2026_ESA-TUT-004_AFTER,20260220,4,7-grey,38,6,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AABR,1,wild,0.401,420,4_AABR_1,37,40,11.2776,12.192,248.926
4,IMG_5070.jpg,7.187,0.766,02.20.2026_ESA-TUT-004_AFTER,20260220,4,7-grey,38,7,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AABR,2,wild,0.42,420,4_AABR_2,37,40,11.2776,12.192,247.813
5,IMG_5070.jpg,7.222,1.171,02.20.2026_ESA-TUT-004_AFTER,20260220,4,7-grey,38,25,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,1,wild,0.338,420,4_AGLO_1,37,40,11.2776,12.192,247.778
6,IMG_5070.jpg,8.201,1.016,02.20.2026_ESA-TUT-004_AFTER,20260220,4,7-grey,38,27,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,2,wild,0.474,420,4_AGLO_2,37,40,11.2776,12.192,246.799
7,IMG_5070.jpg,6.988,0.777,02.20.2026_ESA-TUT-004_AFTER,20260220,4,7-grey,38,22,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,3,wild,0.515,420,4_AGLO_3,37,40,11.2776,12.192,248.012
8,IMG_5070.jpg,7.666,0.602,02.20.2026_ESA-TUT-004_AFTER,20260220,4,7-grey,38,26,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,4,wild,0.545,420,4_AGLO_4,37,40,11.2776,12.192,247.334
9,IMG_5070.jpg,8.148,0.816,02.20.2026_ESA-TUT-004_AFTER,20260220,4,7-grey,38,34,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,5,wild,0.502,420,4_AGLO_5,37,40,11.2776,12.192,246.852
10,IMG_5070.jpg,7.531,0.84,02.20.2026_ESA-TUT-004_AFTER,20260220,4,7-grey,38,24,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,6,wild,0.552,420,4_AGLO_6,37,40,11.2776,12.192,247.469
11,IMG_5070.jpg,7.302,0.441,02.20.2026_ESA-TUT-004_AFTER,20260220,4,7-grey,38,21,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,7,wild,0.401,420,4_AGLO_7,37,40,11.2776,12.192,247.698
12,IMG_5070.jpg,7.629,0.855,02.20.2026_ESA-TUT-004_AFTER,20260220,4,7-grey,38,35,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,8,wild,0.531,420,4_AGLO_8,37,40,11.2776,12.192,247.371
13,IMG_5070.jpg,7.752,1.18,02.20.2026_ESA-TUT-004_AFTER,20260220,4,7-grey,38,64,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,1,wild,0.447,420,4_ICRA_1,37,40,11.2776,12.192,247.248
14,IMG_5070.jpg,8.279,0.945,02.20.2026_ESA-TUT-004_AFTER,20260220,4,7-grey,38,41,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,2,wild,0.444,420,4_ICRA_2,37,40,11.2776,12.192,246.721
15,IMG_5070.jpg,7.926,0.923,02.20.2026_ESA-TUT-004_AFTER,20260220,4,7-grey,38,42,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,3,wild,0.482,420,4_ICRA_3,37,40,11.2776,12.192,247.074
16,IMG_5070.jpg,7.868,0.701,02.20.2026_ESA-TUT-004_AFTER,20260220,4,7-grey,38,61,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,4,wild,0.448,420,4_ICRA_4,37,40,11.2776,12.192,247.132
17,IMG_5070.jpg,8.402,0.711,02.20.2026_ESA-TUT-004_AFTER,20260220,4,7-grey,38,62,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,5,wild,0.488,420,4_ICRA_5,37,40,11.2776,12.192,246.598
18,IMG_5070.jpg,7.891,1.202,02.20.2026_ESA-TUT-004_AFTER,20260220,4,7-grey,38,43,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,6,wild,0.484,420,4_ICRA_6,37,40,11.2776,12.192,247.109
19,IMG_5070.jpg,8.202,1.054,02.20.2026_ESA-TUT-004_AFTER,20260220,4,7-grey,38,63,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,7,wild,0.508,420,4_ICRA_7,37,40,11.2776,12.192,246.798
20,IMG_5070.jpg,8.906,1.045,02.20.2026_ESA-TUT-004_AFTER,20260220,4,7-grey,38,44,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,ICRA,8,wild,0.543,420,4_ICRA_8,37,40,11.2776,12.192,246.094
1,IMG_5071.jpg,7.246,1.081,02.20.2026_ESA-TUT-004_AFTER,20260220,4,1-green,38.5,16,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AHYA,1,wild,0.359,420,4_AHYA_1,37,40,11.2776,12.192,247.754
2,IMG_5071.jpg,8.681,0.911,02.20.2026_ESA-TUT-004_AFTER,20260220,4,1-green,38.5,10,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AHYA,2,wild,0.326,420,4_AHYA_2,37,40,11.2776,12.192,246.319
3,IMG_5071.jpg,6.694,0.927,02.20.2026_ESA-TUT-004_AFTER,20260220,4,1-green,38.5,6,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AABR,1,wild,0.249,420,4_AABR_1,37,40,11.2776,12.192,248.306
4,IMG_5071.jpg,7.203,1.028,02.20.2026_ESA-TUT-004_AFTER,20260220,4,1-green,38.5,7,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AABR,2,wild,0.239,420,4_AABR_2,37,40,11.2776,12.192,247.797
5,IMG_5071.jpg,7.111,1.021,02.20.2026_ESA-TUT-004_AFTER,20260220,4,1-green,38.5,25,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,1,wild,0.067,420,4_AGLO_1,37,40,11.2776,12.192,247.889
6,IMG_5071.jpg,8.243,0.761,02.20.2026_ESA-TUT-004_AFTER,20260220,4,1-green,38.5,27,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,2,wild,0.355,420,4_AGLO_2,37,40,11.2776,12.192,246.757
7,IMG_5071.jpg,6.582,1.201,02.20.2026_ESA-TUT-004_AFTER,20260220,4,1-green,38.5,22,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,3,wild,0.248,420,4_AGLO_3,37,40,11.2776,12.192,248.418
8,IMG_5071.jpg,7.847,0.736,02.20.2026_ESA-TUT-004_AFTER,20260220,4,1-green,38.5,26,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,4,wild,0.343,420,4_AGLO_4,37,40,11.2776,12.192,247.153
9,IMG_5071.jpg,8.322,0.458,02.20.2026_ESA-TUT-004_AFTER,20260220,4,1-green,38.5,34,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,5,wild,0.158,420,4_AGLO_5,37,40,11.2776,12.192,246.678
10,IMG_5071.jpg,7.309,0.899,02.20.2026_ESA-TUT-004_AFTER,20260220,4,1-green,38.5,24,ESA,TUT,ESA_TUT_4,-14.36102,-170.78142,AGLO,6,wild,0.163,420,4_AGLO_6,37,40,11.2776,12.192,247.691
