"","cookie","Image","Color_mean","Color_SD","Folder","Date","Site","Tank_color","Temperature","Bag_number","Project","Country","SITE","Latitude","Longitude","Species","Genotype","Condition","Pam_value","Timepoint","SampleID_clean","MINIMUM_DEPTH_FEET","MAXIMUM_DEPTH_FEET","MINIMUM_DEPTH_METERS","MAXIMUM_DEPTH_METERS","Mean_inverted","Rel_Temperature","X","site","species","genotype","K_2","K_3","K_4","K_5","K_6","K_7","K_8","K_9","K_10","K_11","K_12","K_13","K_14","K_15","ED50"
"321",15,"IMG_4767.jpg",8.096,0.54,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","2-blue",34,36,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",6,"wild",0.64,420,"1_AGLO_6",30,41,9.144,12.4968,1.904,5,9,1,"aglo",6,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.47
"322",16,"IMG_4767.jpg",6.236,0.637,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","2-blue",34,24,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",7,"wild",0.621,420,"1_AGLO_7",30,41,9.144,12.4968,3.764,5,10,1,"aglo",7,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.33
"323",17,"IMG_4767.jpg",7.41,0.653,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","2-blue",34,6,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",8,"wild",0.616,420,"1_AGLO_8",30,41,9.144,12.4968,2.59,5,11,1,"aglo",8,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,38.48
"324",18,"IMG_4767.jpg",7.864,0.74,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","2-blue",34,9,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",9,"wild",0.633,420,"1_AGLO_9",30,41,9.144,12.4968,2.136,5,12,1,"aglo",9,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,38.38
"325",19,"IMG_4767.jpg",8.387,0.689,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","2-blue",34,22,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AABR",1,"wild",0.638,420,"1_AABR_1",30,41,9.144,12.4968,1.613,5,1,1,"aabr",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.05
"326",20,"IMG_4767.jpg",8.137,0.87,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","2-blue",34,21,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AABR",2,"wild",0.615,420,"1_AABR_2",30,41,9.144,12.4968,1.863,5,2,1,"aabr",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.24
"327",1,"IMG_4768.jpg",8.112,1.107,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","5-orange",35,5,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AHYA",1,"wild",0.626,420,"1_AHYA_1",30,41,9.144,12.4968,1.888,6,13,1,"ahya",1,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.75
"328",2,"IMG_4768.jpg",7.845,0.839,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","5-orange",35,31,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",1,"wild",0.654,420,"1_ICRA_1",30,41,9.144,12.4968,2.155,6,14,1,"icra",1,2,"2",2,3,3,3,4,5,5,5,5,5,5,5,38.65
"329",3,"IMG_4768.jpg",7.217,0.946,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","5-orange",35,26,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",2,"wild",0.634,420,"1_ICRA_2",30,41,9.144,12.4968,2.783,6,15,1,"icra",2,2,"2",2,3,3,3,4,5,5,5,5,5,5,5,38.81
"330",4,"IMG_4768.jpg",7.929,0.767,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","5-orange",35,12,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",3,"wild",0.624,420,"1_ICRA_3",30,41,9.144,12.4968,2.071,6,16,1,"icra",3,2,"2",2,3,3,3,4,5,5,5,5,5,5,5,38.65
"331",5,"IMG_4768.jpg",8.619,0.763,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","5-orange",35,29,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",4,"wild",0.575,420,"1_ICRA_4",30,41,9.144,12.4968,1.381,6,17,1,"icra",4,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.36
"332",6,"IMG_4768.jpg",7.251,0.946,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","5-orange",35,11,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",5,"wild",0.646,420,"1_ICRA_5",30,41,9.144,12.4968,2.749,6,18,1,"icra",5,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.63
"333",7,"IMG_4768.jpg",6.442,0.64,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","5-orange",35,13,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",6,"wild",0.579,420,"1_ICRA_6",30,41,9.144,12.4968,3.558,6,19,1,"icra",6,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.37
"334",8,"IMG_4768.jpg",8.446,0.592,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","5-orange",35,27,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",7,"wild",0.614,420,"1_ICRA_7",30,41,9.144,12.4968,1.554,6,20,1,"icra",7,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,37.86
"335",9,"IMG_4768.jpg",7.823,1.061,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","5-orange",35,25,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",8,"wild",0.611,420,"1_ICRA_8",30,41,9.144,12.4968,2.177,6,21,1,"icra",8,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.09
"336",10,"IMG_4768.jpg",6.665,1.119,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","5-orange",35,37,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",1,"wild",0.671,420,"1_AGLO_1",30,41,9.144,12.4968,3.335,6,3,1,"aglo",1,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,38.54
"337",11,"IMG_4768.jpg",5.449,1.093,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","5-orange",35,38,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",2,"wild",0.629,420,"1_AGLO_2",30,41,9.144,12.4968,4.551,6,5,1,"aglo",2,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,38.31
"338",12,"IMG_4768.jpg",7.219,1.02,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","5-orange",35,23,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",3,"wild",0.628,420,"1_AGLO_3",30,41,9.144,12.4968,2.781,6,6,1,"aglo",3,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.3
"339",13,"IMG_4768.jpg",7.629,1.231,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","5-orange",35,7,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",4,"wild",0.643,420,"1_AGLO_4",30,41,9.144,12.4968,2.371,6,7,1,"aglo",4,1,"1",1,2,2,2,3,4,4,4,4,4,4,4,37.67
"340",14,"IMG_4768.jpg",7.702,0.811,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","5-orange",35,39,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",5,"wild",0.633,420,"1_AGLO_5",30,41,9.144,12.4968,2.298,6,8,1,"aglo",5,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.38
"341",15,"IMG_4768.jpg",7.775,0.632,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","5-orange",35,36,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",6,"wild",0.607,420,"1_AGLO_6",30,41,9.144,12.4968,2.225,6,9,1,"aglo",6,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.47
"342",16,"IMG_4768.jpg",4.903,0.798,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","5-orange",35,24,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",7,"wild",0.562,420,"1_AGLO_7",30,41,9.144,12.4968,5.097,6,10,1,"aglo",7,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.33
"343",17,"IMG_4768.jpg",5.549,0.891,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","5-orange",35,6,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",8,"wild",0.609,420,"1_AGLO_8",30,41,9.144,12.4968,4.451,6,11,1,"aglo",8,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,38.48
"344",18,"IMG_4768.jpg",5.774,0.881,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","5-orange",35,9,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",9,"wild",0.638,420,"1_AGLO_9",30,41,9.144,12.4968,4.226,6,12,1,"aglo",9,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,38.38
"345",19,"IMG_4768.jpg",7.233,0.806,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","5-orange",35,22,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AABR",1,"wild",0.669,420,"1_AABR_1",30,41,9.144,12.4968,2.767,6,1,1,"aabr",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.05
"346",20,"IMG_4768.jpg",7.207,0.918,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","5-orange",35,21,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AABR",2,"wild",0.557,420,"1_AABR_2",30,41,9.144,12.4968,2.793,6,2,1,"aabr",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.24
"347",1,"IMG_4769.jpg",9.264,1.064,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","7-grey",36,5,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AHYA",1,"wild",0.597,420,"1_AHYA_1",30,41,9.144,12.4968,0.736000000000001,7,13,1,"ahya",1,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.75
"348",2,"IMG_4769.jpg",6.226,1.142,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","7-grey",36,31,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",1,"wild",0.637,420,"1_ICRA_1",30,41,9.144,12.4968,3.774,7,14,1,"icra",1,2,"2",2,3,3,3,4,5,5,5,5,5,5,5,38.65
"349",3,"IMG_4769.jpg",7.545,0.638,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","7-grey",36,26,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",2,"wild",0.579,420,"1_ICRA_2",30,41,9.144,12.4968,2.455,7,15,1,"icra",2,2,"2",2,3,3,3,4,5,5,5,5,5,5,5,38.81
"350",4,"IMG_4769.jpg",8.282,1.375,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","7-grey",36,12,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",3,"wild",0.635,420,"1_ICRA_3",30,41,9.144,12.4968,1.718,7,16,1,"icra",3,2,"2",2,3,3,3,4,5,5,5,5,5,5,5,38.65
"351",5,"IMG_4769.jpg",7.061,1.428,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","7-grey",36,29,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",4,"wild",0.532,420,"1_ICRA_4",30,41,9.144,12.4968,2.939,7,17,1,"icra",4,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.36
"352",6,"IMG_4769.jpg",8.217,0.702,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","7-grey",36,11,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",5,"wild",0.605,420,"1_ICRA_5",30,41,9.144,12.4968,1.783,7,18,1,"icra",5,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.63
"353",7,"IMG_4769.jpg",7.548,1.264,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","7-grey",36,13,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",6,"wild",0.587,420,"1_ICRA_6",30,41,9.144,12.4968,2.452,7,19,1,"icra",6,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.37
"354",8,"IMG_4769.jpg",8.28,0.68,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","7-grey",36,27,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",7,"wild",0.568,420,"1_ICRA_7",30,41,9.144,12.4968,1.72,7,20,1,"icra",7,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,37.86
"355",9,"IMG_4769.jpg",9.083,0.795,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","7-grey",36,25,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",8,"wild",0.57,420,"1_ICRA_8",30,41,9.144,12.4968,0.917,7,21,1,"icra",8,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.09
"356",10,"IMG_4769.jpg",9.417,0.806,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","7-grey",36,37,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",1,"wild",0.638,420,"1_AGLO_1",30,41,9.144,12.4968,0.583,7,3,1,"aglo",1,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,38.54
"357",11,"IMG_4769.jpg",6.715,0.911,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","7-grey",36,38,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",2,"wild",0.558,420,"1_AGLO_2",30,41,9.144,12.4968,3.285,7,5,1,"aglo",2,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,38.31
"358",12,"IMG_4769.jpg",7.809,0.966,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","7-grey",36,23,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",3,"wild",0.587,420,"1_AGLO_3",30,41,9.144,12.4968,2.191,7,6,1,"aglo",3,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.3
"359",13,"IMG_4769.jpg",8.069,0.687,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","7-grey",36,7,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",4,"wild",0.572,420,"1_AGLO_4",30,41,9.144,12.4968,1.931,7,7,1,"aglo",4,1,"1",1,2,2,2,3,4,4,4,4,4,4,4,37.67
"360",14,"IMG_4769.jpg",9.654,0.969,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","7-grey",36,39,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",5,"wild",0.624,420,"1_AGLO_5",30,41,9.144,12.4968,0.346,7,8,1,"aglo",5,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.38
"361",15,"IMG_4769.jpg",8.592,0.842,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","7-grey",36,36,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",6,"wild",0.64,420,"1_AGLO_6",30,41,9.144,12.4968,1.408,7,9,1,"aglo",6,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.47
"362",16,"IMG_4769.jpg",6.201,0.532,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","7-grey",36,24,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",7,"wild",0.521,420,"1_AGLO_7",30,41,9.144,12.4968,3.799,7,10,1,"aglo",7,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.33
"363",17,"IMG_4769.jpg",7.24,0.98,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","7-grey",36,6,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",8,"wild",0.58,420,"1_AGLO_8",30,41,9.144,12.4968,2.76,7,11,1,"aglo",8,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,38.48
"364",18,"IMG_4769.jpg",8.983,0.619,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","7-grey",36,9,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",9,"wild",0.622,420,"1_AGLO_9",30,41,9.144,12.4968,1.017,7,12,1,"aglo",9,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,38.38
"365",19,"IMG_4769.jpg",7.716,1.001,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","7-grey",36,22,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AABR",1,"wild",0.589,420,"1_AABR_1",30,41,9.144,12.4968,2.284,7,1,1,"aabr",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.05
"366",20,"IMG_4769.jpg",7.308,1.186,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","7-grey",36,21,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AABR",2,"wild",0.622,420,"1_AABR_2",30,41,9.144,12.4968,2.692,7,2,1,"aabr",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.24
"367",1,"IMG_4771.jpg",6.643,0.606,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","6-brown",38,5,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AHYA",1,"wild",0.569,420,"1_AHYA_1",30,41,9.144,12.4968,3.357,9,13,1,"ahya",1,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.75
"368",2,"IMG_4771.jpg",7.827,0.854,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","6-brown",38,31,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",1,"wild",0.562,420,"1_ICRA_1",30,41,9.144,12.4968,2.173,9,14,1,"icra",1,2,"2",2,3,3,3,4,5,5,5,5,5,5,5,38.65
"369",3,"IMG_4771.jpg",7.037,0.643,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","6-brown",38,26,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",2,"wild",0.558,420,"1_ICRA_2",30,41,9.144,12.4968,2.963,9,15,1,"icra",2,2,"2",2,3,3,3,4,5,5,5,5,5,5,5,38.81
"370",4,"IMG_4771.jpg",7.76,0.972,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","6-brown",38,12,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",3,"wild",0.546,420,"1_ICRA_3",30,41,9.144,12.4968,2.24,9,16,1,"icra",3,2,"2",2,3,3,3,4,5,5,5,5,5,5,5,38.65
"371",5,"IMG_4771.jpg",7.873,0.948,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","6-brown",38,29,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",4,"wild",0.435,420,"1_ICRA_4",30,41,9.144,12.4968,2.127,9,17,1,"icra",4,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.36
"372",6,"IMG_4771.jpg",7.112,0.819,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","6-brown",38,11,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",5,"wild",0.544,420,"1_ICRA_5",30,41,9.144,12.4968,2.888,9,18,1,"icra",5,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.63
"373",7,"IMG_4771.jpg",6.881,1.07,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","6-brown",38,13,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",6,"wild",0.47,420,"1_ICRA_6",30,41,9.144,12.4968,3.119,9,19,1,"icra",6,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.37
"374",8,"IMG_4771.jpg",6.3,0.953,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","6-brown",38,27,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",7,"wild",0.342,420,"1_ICRA_7",30,41,9.144,12.4968,3.7,9,20,1,"icra",7,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,37.86
"375",9,"IMG_4771.jpg",7.831,1.364,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","6-brown",38,25,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",8,"wild",0.425,420,"1_ICRA_8",30,41,9.144,12.4968,2.169,9,21,1,"icra",8,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.09
"376",10,"IMG_4771.jpg",5.096,1.148,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","6-brown",38,37,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",1,"wild",0.569,420,"1_AGLO_1",30,41,9.144,12.4968,4.904,9,3,1,"aglo",1,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,38.54
"377",11,"IMG_4771.jpg",6.548,1.192,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","6-brown",38,38,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",2,"wild",0.453,420,"1_AGLO_2",30,41,9.144,12.4968,3.452,9,5,1,"aglo",2,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,38.31
"378",12,"IMG_4771.jpg",5.673,1.3,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","6-brown",38,23,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",3,"wild",0.442,420,"1_AGLO_3",30,41,9.144,12.4968,4.327,9,6,1,"aglo",3,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.3
"379",13,"IMG_4771.jpg",5.347,0.752,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","6-brown",38,7,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",4,"wild",0.336,420,"1_AGLO_4",30,41,9.144,12.4968,4.653,9,7,1,"aglo",4,1,"1",1,2,2,2,3,4,4,4,4,4,4,4,37.67
"380",14,"IMG_4771.jpg",6.482,0.968,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","6-brown",38,39,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",5,"wild",0.471,420,"1_AGLO_5",30,41,9.144,12.4968,3.518,9,8,1,"aglo",5,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.38
"381",15,"IMG_4771.jpg",5.781,1.257,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","6-brown",38,36,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",6,"wild",0.56,420,"1_AGLO_6",30,41,9.144,12.4968,4.219,9,9,1,"aglo",6,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.47
"382",16,"IMG_4771.jpg",5.634,1.136,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","6-brown",38,24,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",7,"wild",0.408,420,"1_AGLO_7",30,41,9.144,12.4968,4.366,9,10,1,"aglo",7,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.33
"383",17,"IMG_4771.jpg",6.563,0.89,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","6-brown",38,6,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",8,"wild",0.463,420,"1_AGLO_8",30,41,9.144,12.4968,3.437,9,11,1,"aglo",8,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,38.48
"384",18,"IMG_4771.jpg",6.189,0.713,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","6-brown",38,9,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AGLO",9,"wild",0.478,420,"1_AGLO_9",30,41,9.144,12.4968,3.811,9,12,1,"aglo",9,1,"1",1,2,2,2,2,2,2,2,2,2,2,2,38.38
"385",19,"IMG_4771.jpg",4.379,0.689,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","6-brown",38,22,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AABR",1,"wild",0.389,420,"1_AABR_1",30,41,9.144,12.4968,5.621,9,1,1,"aabr",1,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.05
"386",20,"IMG_4771.jpg",6.313,1.073,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","6-brown",38,21,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AABR",2,"wild",0.414,420,"1_AABR_2",30,41,9.144,12.4968,3.687,9,2,1,"aabr",2,1,"1",1,1,1,1,1,1,1,1,1,1,1,1,38.24
"387",1,"IMG_4772.jpg",5.46,0.839,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","3-red",37,5,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"AHYA",1,"wild",0.434,420,"1_AHYA_1",30,41,9.144,12.4968,4.54,8,13,1,"ahya",1,1,"1",1,1,1,1,1,3,3,3,3,3,3,3,38.75
"388",2,"IMG_4772.jpg",7.024,1.557,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","3-red",37,31,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",1,"wild",0.607,420,"1_ICRA_1",30,41,9.144,12.4968,2.976,8,14,1,"icra",1,2,"2",2,3,3,3,4,5,5,5,5,5,5,5,38.65
"389",3,"IMG_4772.jpg",7.083,0.756,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","3-red",37,26,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",2,"wild",0.509,420,"1_ICRA_2",30,41,9.144,12.4968,2.917,8,15,1,"icra",2,2,"2",2,3,3,3,4,5,5,5,5,5,5,5,38.81
"390",4,"IMG_4772.jpg",6.858,1.199,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","3-red",37,12,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",3,"wild",0.509,420,"1_ICRA_3",30,41,9.144,12.4968,3.142,8,16,1,"icra",3,2,"2",2,3,3,3,4,5,5,5,5,5,5,5,38.65
"391",5,"IMG_4772.jpg",7.19,1.096,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","3-red",37,29,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",4,"wild",0.381,420,"1_ICRA_4",30,41,9.144,12.4968,2.81,8,17,1,"icra",4,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,38.36
"392",6,"IMG_4772.jpg",7.616,1.452,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","3-red",37,11,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",5,"wild",0.527,420,"1_ICRA_5",30,41,9.144,12.4968,2.384,8,18,1,"icra",5,2,"2",3,4,4,5,6,7,7,7,7,7,7,7,38.63
"393",7,"IMG_4772.jpg",7.535,1.193,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","3-red",37,13,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",6,"wild",0.453,420,"1_ICRA_6",30,41,9.144,12.4968,2.465,8,19,1,"icra",6,2,"2",2,3,3,4,5,6,6,6,6,8,8,8,38.37
"394",8,"IMG_4772.jpg",7.903,1.027,"02.14.2026_ESA-TUT-001_AFTER",20260214,"1","3-red",37,27,"ESA","TUT","ESA_TUT_1",-14.28361,-170.60696,"ICRA",7,"wild",0.412,420,"1_ICRA_7",30,41,9.144,12.4968,2.097,8,20,1,"icra",7,2,"2",2,3,3,4,5,6,6,6,6,6,6,6,37.86
