"","uni","metric","metrix","stage","col","ASnormalized.t3_aglo3.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.372488782463183,0.00000000000000000000000000000000000000000000000000000000273860002059067
"2","Sigma.1.0","Sigma","2","1","1",4.64766852731792,0.00000000000000000000000000000000000000000000000270191242751687
"3","Connect.1.0","Connect","3","1","1",0.31176931390385,0.00000000000000000961917928108792
"4","Tau1.1.0","Tau1","4","1","1",622.429756239334,0.0000000000000000000000000000201435762548537
"5","Tau2.1.0","Tau2","5","1","1",1078179.58350086,0.0000000000000000000000000307398188698966
"6","NPQ.1.0","NPQ","6","1","1",0.754325979113445,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000461878548188683
"7","qP.1.0","qP","7","1","1",1.3029423527911,0.00000000000000000000000000000000000000000000000000000000547720004118133
"8","ABQ.1.0","ABQ","8","1","1",0,0.00000000000000000000000000000000000000000000000270191242751687
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000273860002059067
"10","nTau1.1.0","nTau1","10","1","1",1,0.0000000000000000000000000000201435762548537
"11","nTau2.1.0","nTau2","11","1","1",1,0.0000000000000000000000000307398188698966
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000000000961917928108792
"13","Fm.1.0","Fm","13","1","1",1905.28176286073,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000461878548188683
"14","Fo.1.0","Fo","14","1","1",1195.58567876343,0.00000000000000000000000000000000000000000000000000000000547720004118133
"15","Quant.3.0","Quant","1","3","1",0.0469622720603934,0.000000000000000000000000000000000000000000000000000000000000000000000000000000273813708787323
"16","Sigma.3.0","Sigma","2","3","1",3.03579098579777,0.000000000000000000000000000357922339561203
"17","Connect.3.0","Connect","3","3","1",0.439629292569622,0.0000000000893411509073489
"18","Tau1.3.0","Tau1","4","3","1",2866.7693436221,0.00000134595967385491
"19","Tau2.3.0","Tau2","5","3","1",4601972.87133973,0.000000000883475375264145
"20","NPQ.3.0","NPQ","6","3","1",0.0926231696862441,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000581238017364268
"21","qP.3.0","qP","7","3","1",0.259150879958288,0.00000000000000000000000000000000000000000000000000000000000000000000000000000054762741757464
"22","ABQ.3.0","ABQ","8","3","1",0.346814221376999,0.000000000000000000000000000357922339561203
"23","qm.3.0","qm","9","3","1",0.873922989707656,0.000000000000000000000000000000000000000000000000000000000000000000000000000000273813708787323
"24","nTau1.3.0","nTau1","10","3","1",4.60577167927008,0.00000134595967385491
"25","nTau2.3.0","nTau2","11","3","1",4.2682804810652,0.000000000883475375264145
"26","nCon.3.0","nCon","12","3","1",1.41011085108012,0.0000000000893411509073489
"27","Fm.3.0","Fm","13","3","1",3059.13821603973,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000581238017364268
"28","Fo.3.0","Fo","14","3","1",2915.47413486772,0.00000000000000000000000000000000000000000000000000000000000000000000000000000054762741757464
"29","Quant.4.0","Quant","1","4","1",0.051118587443283,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000071689113317499
"30","Sigma.4.0","Sigma","2","4","1",2.62277057914289,0.00000000000000000000000000000000866718466952565
"31","Connect.4.0","Connect","3","4","1",0.573677458749594,0.0000000000000000000817845938066369
"32","Tau1.4.0","Tau1","4","4","1",1618.52307501332,0.000000435037247984155
"33","Tau2.4.0","Tau2","5","4","1",4387149.14424623,0.0000000000514307820367228
"34","NPQ.4.0","NPQ","6","4","1",0.124819590800838,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000860005091856725
"35","qP.4.0","qP","7","4","1",0.317292778094479,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000143378226634138
"36","ABQ.4.0","ABQ","8","4","1",0.435680370980234,0.00000000000000000000000000000000866718466952565
"37","qm.4.0","qm","9","4","1",0.862764760041235,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000071689113317499
"38","nTau1.4.0","nTau1","10","4","1",2.60033049318254,0.000000435037247984155
"39","nTau2.4.0","nTau2","11","4","1",4.06903377821449,0.0000000000514307820367228
"40","nCon.4.0","nCon","12","4","1",1.84007031213635,0.0000000000000000000817845938066369
"41","Fm.4.0","Fm","13","4","1",2971.57457200572,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000860005091856725
"42","Fo.4.0","Fo","14","4","1",2819.67187740241,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000143378226634138
"43","Quant.5.0","Quant","1","5","1",0.0461311695720683,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000523021531683765
"44","Sigma.5.0","Sigma","2","5","1",3.22621864663214,0.0000000000000000000000000910820978795876
"45","Connect.5.0","Connect","3","5","1",0.31975295216712,0.0000945250275689531
"46","Tau1.5.0","Tau1","4","5","1",2324.35692589964,0.0000000000000291387047999883
"47","Tau2.5.0","Tau2","5","5","1",9613101.07156787,0.0000000701336728075672
"48","NPQ.5.0","NPQ","6","5","1",0.144864863026259,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000138894613285232
"49","qP.5.0","qP","7","5","1",0.338417714154365,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000104604306336752
"50","ABQ.5.0","ABQ","8","5","1",0.305841492854067,0.0000000000000000000000000910820978795876
"51","qm.5.0","qm","9","5","1",0.876154204518554,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000523021531683765
"52","nTau1.5.0","nTau1","10","5","1",3.73432809501783,0.0000000000000291387047999883
"53","nTau2.5.0","nTau2","11","5","1",8.91604814139963,0.0000000701336728075672
"54","nCon.5.0","nCon","12","5","1",1.02560751782561,0.0000945250275689531
"55","Fm.5.0","Fm","13","5","1",2919.54570540522,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000138894613285232
"56","Fo.5.0","Fo","14","5","1",2784.86364739576,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000104604306336752
"57","Quant.6.0","Quant","1","6","1",0.0464764969549062,0.00000000000000000000000000000000000000000000000000000000000000000000000000000016263871819711
"58","Sigma.6.0","Sigma","2","6","1",3.84246056299318,0.00000000000000000000000000899398989965122
"59","Connect.6.0","Connect","3","6","1",0.137099340278303,0.0662730519771433
"60","Tau1.6.0","Tau1","4","6","1",1445.54935550996,0.000000000000381437333447979
"61","Tau2.6.0","Tau2","5","6","1",11942835.9958645,0.00000172474805531002
"62","NPQ.6.0","NPQ","6","6","1",0.18551952891201,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000748590524970781
"63","qP.6.0","qP","7","6","1",0.396967361970592,0.00000000000000000000000000000000000000000000000000000000000000000000000000000032527743639422
"64","ABQ.6.0","ABQ","8","6","1",0.173249869174601,0.00000000000000000000000000899398989965122
"65","qm.6.0","qm","9","6","1",0.875227123223503,0.00000000000000000000000000000000000000000000000000000000000000000000000000000016263871819711
"66","nTau1.6.0","nTau1","10","6","1",2.32242970555238,0.000000000000381437333447979
"67","nTau2.6.0","nTau2","11","6","1",11.0768522968002,0.00000172474805531002
"68","nCon.6.0","nCon","12","6","1",0.439746101249031,0.0662730519771433
"69","Fm.6.0","Fm","13","6","1",2819.42659956446,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000748590524970781
"70","Fo.6.0","Fo","14","6","1",2688.38952779522,0.00000000000000000000000000000000000000000000000000000000000000000000000000000032527743639422
"71","Quant.7.0","Quant","1","7","1",0.0534137852600869,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000860055750094903
"72","Sigma.7.0","Sigma","2","7","1",3.85733705133977,0.00000000000000000000000000000602263213886976
"73","Connect.7.0","Connect","3","7","1",0.423622608238463,0.0000000000262687785792308
"74","Tau1.7.0","Tau1","4","7","1",1496.31417918741,0.000000000000255529438385976
"75","Tau2.7.0","Tau2","5","7","1",12832321.7938482,0.00408325384711672
"76","NPQ.7.0","NPQ","6","7","1",0.230446904267892,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000409592689218474
"77","qP.7.0","qP","7","7","1",0.467977899413374,0.000000000000000000000000000000000000000000000000000000000000000000000000000000172011150018981
