"","uni","metric","metrix","stage","col","ASnormalized.t1_aglo10.002r","pval"
"1","Quant.1.0","Quant","1","1","1",0.369618555544205,0.00000000000000000000000000000000000000000000000000000000548095891358153
"2","Sigma.1.0","Sigma","2","1","1",5.05124156910482,0.00000000000000000000000000000000000000000000000356627381320372
"3","Connect.1.0","Connect","3","1","1",0.302149602967147,0.00000000000000011439457028551
"4","Tau1.1.0","Tau1","4","1","1",735.766991149178,0.0000000000000000000000000000161792717924275
"5","Tau2.1.0","Tau2","5","1","1",954716.138158411,0.00000000000000000000000000000686397380559342
"6","NPQ.1.0","NPQ","6","1","1",0.785229696361755,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000154239444741681
"7","qP.1.0","qP","7","1","1",1.426554773493,0.0000000000000000000000000000000000000000000000000000000109619178271631
"8","ABQ.1.0","ABQ","8","1","1",0,0.00000000000000000000000000000000000000000000000356627381320372
"9","qm.1.0","qm","9","1","1",0,0.00000000000000000000000000000000000000000000000000000000548095891358153
"10","nTau1.1.0","nTau1","10","1","1",1,0.0000000000000000000000000000161792717924275
"11","nTau2.1.0","nTau2","11","1","1",1,0.00000000000000000000000000000686397380559342
"12","nCon.1.0","nCon","12","1","1",1,0.00000000000000011439457028551
"13","Fm.1.0","Fm","13","1","1",1886.94705697189,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000154239444741681
"14","Fo.1.0","Fo","14","1","1",1189.49641138555,0.0000000000000000000000000000000000000000000000000000000109619178271631
"15","Quant.3.0","Quant","1","3","1",0.0378414317968145,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000217480481329186
"16","Sigma.3.0","Sigma","2","3","1",2.67456957686648,0.00000000000000000000000000000199243505822021
"17","Connect.3.0","Connect","3","3","1",0.512438541840603,0.00000000000000298897111637251
"18","Tau1.3.0","Tau1","4","3","1",7324.57914338139,0.000116756847677504
"19","Tau2.3.0","Tau2","5","3","1",5431422.57333267,0.000000144595036988119
"20","NPQ.3.0","NPQ","6","3","1",0.0784407572251236,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000399256628032266
"21","qP.3.0","qP","7","3","1",0.237779570719246,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000043496096265438
"22","ABQ.3.0","ABQ","8","3","1",0.470512439312923,0.00000000000000000000000000000199243505822021
"23","qm.3.0","qm","9","3","1",0.897620313620081,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000217480481329186
"24","nTau1.3.0","nTau1","10","3","1",9.95502547884255,0.000116756847677504
"25","nTau2.3.0","nTau2","11","3","1",5.68904447746065,0.000000144595036988119
"26","nCon.3.0","nCon","12","3","1",1.69597622107854,0.00000000000000298897111637251
"27","Fm.3.0","Fm","13","3","1",3123.61518145538,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000399256628032266
"28","Fo.3.0","Fo","14","3","1",3005.41311060684,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000043496096265438
"29","Quant.4.0","Quant","1","4","1",0.0399025132794687,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000152966900639678
"30","Sigma.4.0","Sigma","2","4","1",2.75923236620825,0.00000000000000000000000000383101832735972
"31","Connect.4.0","Connect","3","4","1",0.562972091758213,0.00000000000000200298819779548
"32","Tau1.4.0","Tau1","4","4","1",3254.96679539433,0.000330244046938909
"33","Tau2.4.0","Tau2","5","4","1",4758943.13927859,0.00000116545700685098
"34","NPQ.4.0","NPQ","6","4","1",0.112657420996075,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000949936096617964
"35","qP.4.0","qP","7","4","1",0.302368577386402,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000305933801279346
"36","ABQ.4.0","ABQ","8","4","1",0.453751651260417,0.00000000000000000000000000383101832735972
"37","qm.4.0","qm","9","4","1",0.892044074408768,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000152966900639678
"38","nTau1.4.0","nTau1","10","4","1",4.42390979012319,0.000330244046938909
"39","nTau2.4.0","nTau2","11","4","1",4.98466816373116,0.00000116545700685098
