"","uni","metric","metrix","stage","col","ASnormalized.t11_aglo4.005r","pval"
"1","Quant.1.0","Quant","1","1","1",0.375216555677261,0.000000000000000000000000000000000000000000000000000000000363070773498855
"2","Sigma.1.0","Sigma","2","1","1",4.23391104533413,0.000000000000000000000000000000000000000000000000293008047553054
"3","Connect.1.0","Connect","3","1","1",0.342942133829875,0.0000000000000000000110171812117126
"4","Tau1.1.0","Tau1","4","1","1",562.503424712036,0.0000000000000000000000000983347732916593
"5","Tau2.1.0","Tau2","5","1","1",808706.074549448,0.000000000000000000000369316303149161
"6","NPQ.1.0","NPQ","6","1","1",0.838664644606111,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000402185764836036
"7","qP.1.0","qP","7","1","1",1.33377156965903,0.000000000000000000000000000000000000000000000000000000000726141546997711
"8","ABQ.1.0","ABQ","8","1","1",0,0.000000000000000000000000000000000000000000000000293008047553054
"9","qm.1.0","qm","9","1","1",0,0.000000000000000000000000000000000000000000000000000000000363070773498855
"10","nTau1.1.0","nTau1","10","1","1",1,0.0000000000000000000000000983347732916593
"11","nTau2.1.0","nTau2","11","1","1",1,0.000000000000000000000369316303149161
"12","nCon.1.0","nCon","12","1","1",1,0.0000000000000000000110171812117126
"13","Fm.1.0","Fm","13","1","1",1911.04217758386,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000402185764836036
"14","Fo.1.0","Fo","14","1","1",1193.98751395687,0.000000000000000000000000000000000000000000000000000000000726141546997711
"15","Quant.3.0","Quant","1","3","1",0.0779326733939863,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000261377417240471
"16","Sigma.3.0","Sigma","2","3","1",2.9119708336253,0.00000000000000000000000000000000000000509256518601218
"17","Connect.3.0","Connect","3","3","1",0.417519816412633,0.0000000000000000154379378569648
"18","Tau1.3.0","Tau1","4","3","1",1538.67979431039,0.0000000012102535679415
"19","Tau2.3.0","Tau2","5","3","1",3122110.68300239,0.000000000000297387608879665
"20","NPQ.3.0","NPQ","6","3","1",0.213186139193606,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000434837463318408
"21","qP.3.0","qP","7","3","1",0.484786622345635,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000522754834480898
"22","ABQ.3.0","ABQ","8","3","1",0.312226732577586,0.00000000000000000000000000000000000000509256518601218
"23","qm.3.0","qm","9","3","1",0.792299480886927,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000261377417240471
"24","nTau1.3.0","nTau1","10","3","1",2.73541409120858,0.0000000012102535679415
"25","nTau2.3.0","nTau2","11","3","1",3.860624745204,0.000000000000297387608879665
"26","nCon.3.0","nCon","12","3","1",1.21746433355942,0.0000000000000000154379378569648
"27","Fm.3.0","Fm","13","3","1",2896.31209322098,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000434837463318408
"28","Fo.3.0","Fo","14","3","1",2670.59474881293,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000522754834480898
"29","Quant.4.0","Quant","1","4","1",0.0589451052406217,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000742003806594873
"30","Sigma.4.0","Sigma","2","4","1",2.97569269199827,0.000000000000000000000000000000000262223741697416
"31","Connect.4.0","Connect","3","4","1",0.372987965360283,0.0000000000156830813663522
"32","Tau1.4.0","Tau1","4","4","1",2316.85808362568,0.000000000202074060427164
"33","Tau2.4.0","Tau2","5","4","1",4188173.9526319,0.00000000000613728229711527
"34","NPQ.4.0","NPQ","6","4","1",0.164987792472235,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000878115806190067
"35","qP.4.0","qP","7","4","1",0.38833302069227,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000148400761318974
"36","ABQ.4.0","ABQ","8","4","1",0.29717637897056,0.000000000000000000000000000000000262223741697416
"37","qm.4.0","qm","9","4","1",0.842903772904619,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000742003806594873
"38","nTau1.4.0","nTau1","10","4","1",4.11883373832213,0.000000000202074060427164
"39","nTau2.4.0","nTau2","11","4","1",5.17885803561602,0.00000000000613728229711527
"40","nCon.4.0","nCon","12","4","1",1.08761195713943,0.0000000000156830813663522
"41","Fm.4.0","Fm","13","4","1",3016.13949002668,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000878115806190067
"42","Fo.4.0","Fo","14","4","1",2838.35283036666,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000148400761318974
"43","Quant.5.0","Quant","1","5","1",0.0520091364405112,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000537758617735946
"44","Sigma.5.0","Sigma","2","5","1",3.07473688262759,0.0000000000000000000000000000000000156214725541017
"45","Connect.5.0","Connect","3","5","1",0.373398881586451,0.000000000000290777054931834
"46","Tau1.5.0","Tau1","4","5","1",1314.21889261567,0.0000000000000883003935661716
"47","Tau2.5.0","Tau2","5","5","1",5885337.32244865,0.00000000228868862655516
"48","NPQ.5.0","NPQ","6","5","1",0.151235265909758,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108585783222968
"49","qP.5.0","qP","7","5","1",0.356666486847751,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000107551723547189
"50","ABQ.5.0","ABQ","8","5","1",0.273783305859478,0.0000000000000000000000000000000000156214725541017
"51","qm.5.0","qm","9","5","1",0.861389014814031,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000537758617735946
"52","nTau1.5.0","nTau1","10","5","1",2.33637491769666,0.0000000000000883003935661716
"53","nTau2.5.0","nTau2","11","5","1",7.27747386555434,0.00000000228868862655516
